stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtbewoelkung (min);Relative Luftfeuchtigkeit (%);Luftdruck auf Stationshoehe (hpa);Durchschnittstemperatur;Niederschlag (mm);Sonnenscheindauer (min);Tiefsttemperatur;Maximaltemperatur
GSB;18650221;-;100;-;-;-19.1;0;-;-20;-17.3
GSB;18650222;-;70;-;-;-16.8;0;-;-18.7;-13.5
GSB;18650223;-;80;-;-;-12.8;0;-;-14.5;-9.8
GSB;18650224;-;60;-;-;-5;0;-;-10.3;-0.6
GSB;18650225;-;100;-;-;-9.7;2.5;-;-11.1;-8.1
GSB;18650226;-;0;-;-;-9.1;0;-;-12.2;-6
GSB;18650227;-;40;-;-;-8;0;-;-9.8;-5
GSB;18650228;-;70;-;-;-2.6;0;-;-5.7;3.4
GSB;18650301;-;100;-;-;-9.3;6.3;-;-11;-5.9
GSB;18650302;-;100;-;-;-8.1;3.4;-;-10.8;-5.9
GSB;18650303;-;100;-;-;-13;0;-;-15.2;-10
GSB;18650304;-;40;-;-;-13.6;0;-;-15.5;-7.2
GSB;18650305;-;80;-;-;-8.6;0;-;-12;-4.7
GSB;18650306;-;80;-;-;-11.8;0;-;-13;-9.9
GSB;18650307;-;100;-;-;-11.5;7.9;-;-12.5;-8
GSB;18650308;-;100;-;-;-12.8;1;-;-14.1;-8.8
GSB;18650309;-;90;-;-;-14.3;0;-;-15.2;-12
GSB;18650310;-;40;-;-;-14.2;0;-;-16.1;-11.9
GSB;18650311;-;100;-;-;-11.2;4.2;-;-13.3;-8.2
GSB;18650312;-;30;-;-;-9.1;3.3;-;-10.5;-5.4
GSB;18650313;-;30;-;-;-8.7;0;-;-12.7;-5.4
GSB;18650314;-;100;-;-;-10.6;0.5;-;-11.2;-9
GSB;18650315;-;100;-;-;-11;0;-;-14.1;-8
GSB;18650316;-;90;-;-;-12.3;0;-;-14.8;-8.2
GSB;18650317;-;10;-;-;-11.2;0;-;-15;-6.6
GSB;18650318;-;0;-;-;-9.2;0;-;-12.5;-4.9
GSB;18650319;-;100;-;-;-9.2;0;-;-11;-7.1
GSB;18650320;-;100;-;-;-9.1;7.7;-;-10.2;-6
GSB;18650321;-;10;-;-;-8.6;0;-;-11.5;-4.6
GSB;18650322;-;100;-;-;-8.9;1.1;-;-11;-4.9
GSB;18650323;-;100;-;-;-17.6;2.1;-;-19.1;-15.1
GSB;18650324;-;80;-;-;-17.6;0;-;-20;-15.1
GSB;18650325;-;50;-;-;-16.2;0;-;-19.3;-12.8
GSB;18650326;-;90;-;-;-14.4;0.9;-;-17.3;-12.7
GSB;18650327;-;100;-;-;-13.3;6.8;-;-15.5;-9.9
GSB;18650328;-;90;-;-;-17.2;0;-;-20;-14.3
GSB;18650329;-;40;-;-;-20.3;0;-;-21.7;-17.6
GSB;18650330;-;60;-;-;-17.9;1;-;-19.3;-15.4
GSB;18650331;-;90;-;-;-13.5;0;-;-15.8;-9.4
GSB;18650401;-;10;-;-;-11.1;0;-;-15.8;-7.3
GSB;18650402;-;50;-;-;-8.4;0;-;-10.7;-3.3
GSB;18650403;-;90;-;-;-7.9;2.6;-;-9.8;-5.3
GSB;18650404;-;90;-;-;-6.1;0;-;-7.9;-2.8
GSB;18650405;-;40;-;-;-2.5;0;-;-5.7;2
GSB;18650406;-;0;-;-;0.3;0;-;-3.3;4.5
GSB;18650407;-;0;-;-;1;0;-;-1;3.9
GSB;18650408;-;50;-;-;-0.7;0;-;-1.6;2.2
GSB;18650409;-;0;-;-;0.2;0;-;-4.2;4.1
GSB;18650410;-;0;-;-;2;0;-;-1.9;7.7
GSB;18650411;-;0;-;-;2.7;0;-;-1.2;6.7
GSB;18650412;-;40;-;-;1.5;0;-;-1;4.7
GSB;18650413;-;20;-;-;0.3;0;-;-2.4;3.3
GSB;18650414;-;100;-;-;-1.4;0;-;-1.5;0
GSB;18650415;-;100;-;-;-1.1;27;-;-2;0.9
GSB;18650416;-;20;-;-;3.3;0;-;0;5.9
GSB;18650417;-;50;-;-;2.4;0;-;1.5;4.9
GSB;18650418;-;100;-;-;0.9;0;-;0.7;2.8
GSB;18650419;-;100;-;-;0.7;0;-;0.3;2.2
GSB;18650420;-;90;-;-;2.7;9.8;-;1;5.8
GSB;18650421;-;100;-;-;1.5;0;-;1;3.5
GSB;18650422;-;40;-;-;0.5;0;-;-0.5;3.2
GSB;18650423;-;0;-;-;3.6;0;-;-0.1;8
GSB;18650424;-;0;-;-;4;0;-;1.2;8
GSB;18650425;-;10;-;-;3.9;0;-;1;9.4
GSB;18650426;-;30;-;-;3.5;0;-;0;7.3
GSB;18650427;-;0;-;-;5;0;-;0.2;10
GSB;18650428;-;30;-;-;5.4;0;-;1;9.3
GSB;18650429;-;10;-;-;4.4;0;-;0;9
GSB;18650430;-;100;-;-;1.1;13.6;-;0;6.2
GSB;18650501;-;60;-;-;0.2;0;-;-2.7;4.1
GSB;18650502;-;50;-;-;2.6;0;-;-1;6.3
GSB;18650503;-;30;-;-;3.1;0;-;0.2;6.9
GSB;18650504;-;80;-;-;2.4;0;-;0.5;5.3
GSB;18650505;-;90;-;-;2.8;0;-;0.9;5.2
GSB;18650506;-;100;-;-;2.8;5.8;-;1.7;4
GSB;18650507;-;90;-;-;5.7;11.3;-;2.7;10.8
GSB;18650508;-;100;-;-;4.6;0;-;3.7;8.3
GSB;18650509;-;100;-;-;2;0;-;1.5;4.2
GSB;18650510;-;80;-;-;0.2;0;-;-0.5;2.2
GSB;18650511;-;60;-;-;-2;0;-;-3;1
GSB;18650512;-;80;-;-;0.7;0;-;-1;3.6
GSB;18650513;-;60;-;-;2.4;0;-;-0.9;4.8
GSB;18650514;-;100;-;-;4.8;0;-;2.9;6.8
GSB;18650515;-;80;-;-;2.2;19.2;-;1.9;3.6
GSB;18650516;-;10;-;-;0.4;0;-;-1.4;4
GSB;18650517;-;90;-;-;4.2;2.1;-;-1.3;8.8
GSB;18650518;-;100;-;-;0.1;7.8;-;0;1.2
GSB;18650519;-;90;-;-;0.1;56.2;-;0;1.7
GSB;18650520;-;90;-;-;1.2;0;-;0;3.8
GSB;18650521;-;80;-;-;0.5;12.3;-;0;2.1
GSB;18650522;-;30;-;-;0.8;6.4;-;0.4;2.2
GSB;18650523;-;100;-;-;2.8;0;-;0;6.2
GSB;18650524;-;90;-;-;0.5;7;-;-0.1;1.8
GSB;18650525;-;20;-;-;0.4;0;-;-0.6;3
GSB;18650526;-;0;-;-;3.9;0;-;-0.3;7
GSB;18650527;-;30;-;-;8;0;-;4;12.7
GSB;18650528;-;10;-;-;7.9;0;-;3.9;11.8
GSB;18650529;-;20;-;-;9;0;-;5.9;13.5
GSB;18650530;-;20;-;-;9.7;0;-;5.9;12.9
GSB;18650531;-;50;-;-;10.3;0;-;6.7;13.5
GSB;18650601;-;90;-;-;8.5;5.6;-;7.2;12.4
GSB;18650602;-;100;-;-;4.2;19.9;-;1.6;6.9
GSB;18650603;-;80;-;-;3.2;0;-;1;6.4
GSB;18650604;-;100;-;-;2.7;0.6;-;1.6;6.2
GSB;18650605;-;90;-;-;2.9;0;-;1.3;6
GSB;18650606;-;30;-;-;4.6;0;-;2.1;7.8
GSB;18650607;-;50;-;-;5.4;0;-;3.4;8.4
GSB;18650608;-;60;-;-;6.2;0;-;4.1;9.2
GSB;18650609;-;10;-;-;7.7;0;-;5;11.4
GSB;18650610;-;20;-;-;8.1;0;-;6.1;11.4
GSB;18650611;-;80;-;-;4.2;0;-;1.6;7.6
GSB;18650612;-;30;-;-;1.5;0;-;-1.2;5.2
GSB;18650613;-;0;-;-;2.3;0;-;0;5.5
GSB;18650614;-;10;-;-;4.9;0;-;1.2;8.2
GSB;18650615;-;10;-;-;5.6;0;-;3.5;8.8
GSB;18650616;-;30;-;-;4.6;0;-;2.7;7.1
GSB;18650617;-;30;-;-;4.5;0;-;1.7;7.1
GSB;18650618;-;30;-;-;3.8;0;-;1.9;6.9
GSB;18650619;-;10;-;-;4.7;0;-;1.6;9
GSB;18650620;-;0;-;-;7.2;0;-;3;10.4
GSB;18650621;-;50;-;-;7.3;0;-;4.9;11.7
GSB;18650622;-;40;-;-;7.9;0;-;4.5;10.4
GSB;18650623;-;30;-;-;5.7;0;-;3.9;8.9
GSB;18650624;-;70;-;-;5;0;-;2.9;8.6
GSB;18650625;-;90;-;-;2.4;0;-;0.8;6.3
GSB;18650626;-;60;-;-;5;0;-;2.2;8.2
GSB;18650627;-;30;-;-;5;0;-;2.1;8.8
GSB;18650628;-;0;-;-;8.2;0;-;4.3;11.6
GSB;18650629;-;90;-;-;7.3;0;-;5.7;11.8
GSB;18650630;-;70;-;-;1.7;68.6;-;0.1;4.7
GSB;18650701;-;90;-;-;1;0;-;-0.8;3.7
GSB;18650702;-;50;-;-;0.1;8.2;-;-1.5;3.1
GSB;18650703;-;20;-;-;8.8;0;-;5.4;13
GSB;18650704;-;0;-;-;8.3;0;-;6;11.3
GSB;18650705;-;0;-;-;10;0;-;6.3;13.4
GSB;18650706;-;40;-;-;11.9;0;-;8.4;16.7
GSB;18650707;-;40;-;-;11.6;0;-;9;14.9
GSB;18650708;-;60;-;-;12.8;0;-;10.8;16.2
GSB;18650709;-;90;-;-;10.2;54.8;-;8.5;14.1
GSB;18650710;-;80;-;-;3.1;0;-;0.8;7.2
GSB;18650711;-;50;-;-;5.8;0;-;0.2;10.1
GSB;18650712;-;100;-;-;0.5;11.9;-;-1;3
GSB;18650713;-;0;-;-;5.9;0;-;-2.1;9
GSB;18650714;-;10;-;-;10.9;0;-;6.5;15.1
GSB;18650715;-;30;-;-;12.4;0;-;9.4;15.7
GSB;18650716;-;40;-;-;13.3;0;-;10;16.9
GSB;18650717;-;40;-;-;14.2;0;-;10.5;17.3
GSB;18650718;-;70;-;-;10.3;25;-;6.7;13.7
GSB;18650719;-;80;-;-;10.6;0;-;8.7;13.4
GSB;18650720;-;70;-;-;11;0;-;9;13.6
GSB;18650721;-;90;-;-;6.1;18.5;-;4.3;10.8
GSB;18650722;-;80;-;-;5.5;5.3;-;4.4;8.1
GSB;18650723;-;80;-;-;6.7;0;-;3.6;11.3
GSB;18650724;-;100;-;-;5.4;5.3;-;4.7;7.2
GSB;18650725;-;100;-;-;5.3;0;-;5;5.6
GSB;18650726;-;100;-;-;5.3;4;-;5;6.4
GSB;18650727;-;90;-;-;7.9;3.7;-;5.8;11.5
GSB;18650728;-;100;-;-;7.5;1.9;-;6.7;10.8
GSB;18650729;-;60;-;-;8;0;-;5.2;11
GSB;18650730;-;40;-;-;9.9;0;-;7.9;14.2
GSB;18650731;-;60;-;-;9.5;0;-;6.9;13.3
GSB;18650801;-;90;-;-;7.7;13.4;-;6.3;9.4
GSB;18650802;-;90;-;-;5.6;4.2;-;3.5;10
GSB;18650803;-;80;-;-;3.5;4.3;-;1.1;5.8
GSB;18650804;-;100;-;-;-1.1;3.6;-;-2.2;2.2
GSB;18650805;-;80;-;-;-0.6;0;-;-3.5;2.4
GSB;18650806;-;40;-;-;3.2;0;-;-1.5;6.9
GSB;18650807;-;80;-;-;1.9;0;-;-0.4;4.4
GSB;18650808;-;100;-;-;2.5;0;-;1.8;4.5
GSB;18650809;-;10;-;-;7.1;0;-;2.9;11.3
GSB;18650810;-;100;-;-;5.5;0;-;5;6.6
GSB;18650811;-;100;-;-;5.8;0;-;5;6.7
GSB;18650812;-;80;-;-;9.8;0;-;6.3;12.8
GSB;18650813;-;90;-;-;8.9;0;-;7.3;11.8
GSB;18650814;-;100;-;-;2.9;17.5;-;1;6.1
GSB;18650815;-;30;-;-;5.4;0;-;0.8;8.6
GSB;18650816;-;90;-;-;5.8;3.5;-;4.3;9.2
GSB;18650817;-;100;-;-;2.6;0;-;0.2;5.2
GSB;18650818;-;90;-;-;5.2;0;-;4.1;7.2
GSB;18650819;-;90;-;-;2.9;12.5;-;0.7;5
GSB;18650820;-;20;-;-;6.9;0;-;3.5;10.1
GSB;18650821;-;60;-;-;8.2;0;-;5.9;10.9
GSB;18650822;-;100;-;-;7.8;0.3;-;6;10.3
GSB;18650823;-;90;-;-;8.7;4.6;-;6.7;12.1
GSB;18650824;-;40;-;-;9.3;0;-;5.9;12.4
GSB;18650825;-;90;-;-;8.1;6.7;-;7;11.5
GSB;18650826;-;80;-;-;9.9;4.5;-;8.3;12.5
GSB;18650827;-;0;-;-;15;0;-;10.2;17.9
GSB;18650828;-;0;-;-;17.5;0;-;15.5;20.4
GSB;18650829;-;70;-;-;11.6;0;-;8.6;13.9
GSB;18650830;-;100;-;-;3.2;4.3;-;3;4.3
GSB;18650831;-;80;-;-;3.1;0;-;2;5.9
GSB;18650901;-;70;-;-;2.5;0;-;-1.1;6.4
GSB;18650902;-;40;-;-;5.9;0;-;2.3;8.8
GSB;18650903;-;0;-;-;10.1;0;-;5.7;14.3
GSB;18650904;-;10;-;-;9.8;0;-;6.9;13.2
GSB;18650905;-;50;-;-;8.8;0;-;6.6;11.2
GSB;18650906;-;50;-;-;9;0;-;7.2;11.3
GSB;18650907;-;60;-;-;7.7;0;-;5;13.1
GSB;18650908;-;70;-;-;6;0;-;4.9;8.6
GSB;18650909;-;40;-;-;7.4;0;-;4.7;10.8
GSB;18650910;-;30;-;-;9.3;0;-;7.2;11.9
GSB;18650911;-;40;-;-;9.7;0;-;7.8;11.9
GSB;18650912;-;40;-;-;8.1;0;-;6.3;10.9
GSB;18650913;-;0;-;-;8.5;0;-;5.5;11.4
GSB;18650914;-;0;-;-;8.9;0;-;7.1;11.3
GSB;18650915;-;0;-;-;10.2;0;-;7.3;14.3
GSB;18650916;-;0;-;-;9.8;0;-;7.9;13.2
GSB;18650917;-;10;-;-;8.7;0;-;6.5;12
GSB;18650918;-;0;-;-;8.7;0;-;4.9;11.8
GSB;18650919;-;0;-;-;10.2;0;-;7;13.4
GSB;18650920;-;10;-;-;8.5;0;-;5.2;11.4
GSB;18650921;-;20;-;-;7.6;0;-;5.4;10
GSB;18650922;-;20;-;-;7.9;0;-;4.4;10.6
GSB;18650923;-;50;-;-;7;0;-;5.2;9.8
GSB;18650924;-;20;-;-;6.9;0;-;4.6;9.8
GSB;18650925;-;20;-;-;6.1;0;-;4.2;8.2
GSB;18650926;-;0;-;-;6.5;0;-;2.8;10.6
GSB;18650927;-;80;-;-;0.8;0;-;0.1;2.7
GSB;18650928;-;10;-;-;3.1;0;-;0;6.3
GSB;18650929;-;20;-;-;3.6;0;-;0.6;7.6
GSB;18650930;-;40;-;-;3.2;0;-;1;7.2
GSB;18651001;-;80;-;-;1.8;0;-;-0.9;4
GSB;18651002;-;80;-;-;1.7;0;-;0.3;3.5
GSB;18651003;-;100;-;-;3.2;0;-;1.2;5.6
GSB;18651004;-;40;-;-;2.2;0;-;0;6.3
GSB;18651005;-;70;-;-;-1.3;0;-;-3;1.2
GSB;18651006;-;10;-;-;0.4;0;-;-3;3.3
GSB;18651007;-;0;-;-;3.1;0;-;-1.3;6.5
GSB;18651008;-;70;-;-;1.5;0;-;-1.3;3.7
GSB;18651009;-;100;-;-;-0.7;14;-;-1;-0.1
GSB;18651010;-;60;-;-;0.4;0;-;-1.1;2.9
GSB;18651011;-;60;-;-;0.9;0;-;-0.7;2.5
GSB;18651012;-;50;-;-;1;0;-;0;3.5
GSB;18651013;-;90;-;-;-1.7;10.8;-;-2.3;0.2
GSB;18651014;-;100;-;-;-2.1;0;-;-2.7;-0.6
GSB;18651015;-;50;-;-;-3.2;0;-;-4.2;-0.3
GSB;18651016;-;10;-;-;-1.5;0;-;-4.2;1.7
GSB;18651017;-;60;-;-;0.3;0;-;-3.1;3.9
GSB;18651018;-;90;-;-;-1.6;0;-;-2.1;-0.1
GSB;18651019;-;60;-;-;-2.8;8.9;-;-4.8;-1
GSB;18651020;-;80;-;-;-3.9;4.2;-;-5.8;-2.1
GSB;18651021;-;40;-;-;-1.2;0;-;-2.7;1
GSB;18651022;-;100;-;-;-1.7;12.4;-;-4.5;0.1
GSB;18651023;-;80;-;-;-0.9;0;-;-3;0.6
GSB;18651024;-;80;-;-;0.1;30.3;-;-1.7;3.4
GSB;18651025;-;80;-;-;-0.5;0;-;-3.8;2.5
GSB;18651026;-;20;-;-;-0.7;0;-;-6.8;3
GSB;18651027;-;100;-;-;-3.7;27.2;-;-5.1;-1.2
GSB;18651028;-;100;-;-;-5.1;10;-;-6.8;-2.4
GSB;18651029;-;30;-;-;-4.7;0;-;-10;-0.7
GSB;18651030;-;60;-;-;-3.3;0;-;-5.1;-0.7
GSB;18651031;-;100;-;-;-3.5;13;-;-4.2;-2.2
GSB;18651101;-;100;-;-;-4.1;13;-;-5;-2.8
GSB;18651102;-;100;-;-;-4.1;9.7;-;-5.4;-1.2
GSB;18651103;-;100;-;-;-2.9;19.3;-;-5.4;1.3
GSB;18651104;-;100;-;-;-5.8;13.9;-;-7;-4.3
GSB;18651105;-;70;-;-;-3.8;0;-;-8.6;-0.7
GSB;18651106;-;100;-;-;-2.9;18;-;-4;-0.6
GSB;18651107;-;100;-;-;-3.8;12.3;-;-4;-3.1
GSB;18651108;-;100;-;-;-3.5;30;-;-4;-2.5
GSB;18651109;-;70;-;-;-7;14.2;-;-9.5;-4.6
GSB;18651110;-;60;-;-;-9.3;0;-;-11;-8
GSB;18651111;-;0;-;-;-3.9;0;-;-7.6;-0.4
GSB;18651112;-;0;-;-;-1.5;0;-;-4.2;2.5
GSB;18651113;-;0;-;-;-3.1;0;-;-4.7;-0.6
GSB;18651114;-;0;-;-;-4;0;-;-6.1;-1.9
GSB;18651115;-;10;-;-;-2.9;0;-;-4.3;1.2
GSB;18651116;-;20;-;-;-3;0;-;-5.3;0.9
GSB;18651117;-;100;-;-;-1.7;0;-;-3.1;2.1
GSB;18651118;-;100;-;-;-4.2;0;-;-8.2;-1
GSB;18651119;-;10;-;-;-2;0;-;-3.6;2.2
GSB;18651120;-;50;-;-;-2.4;0;-;-3.3;-0.2
GSB;18651121;-;50;-;-;-5.3;0;-;-6.8;-3.3
GSB;18651122;-;80;-;-;0.2;8;-;-2.1;1.7
GSB;18651123;-;20;-;-;2.3;0;-;1.4;4.7
GSB;18651124;-;60;-;-;-3.9;0;-;-4.3;-2.8
GSB;18651125;-;100;-;-;-3.1;0;-;-4;-1.4
GSB;18651126;-;100;-;-;-2.2;0;-;-2.4;-1.5
GSB;18651127;-;100;-;-;-3.9;46;-;-5.7;-2.5
GSB;18651128;-;100;-;-;-6.4;9.5;-;-6.4;-5.9
GSB;18651129;-;70;-;-;-6.1;3;-;-7;-5
GSB;18651130;-;80;-;-;-5;8;-;-5.3;-3.9
GSB;18651201;-;100;-;-;-3.9;14.1;-;-4.3;-2.8
GSB;18651202;-;100;-;-;-4.2;12.6;-;-4.9;-3
GSB;18651203;-;100;-;-;-4.3;10.4;-;-4.6;-3
GSB;18651204;-;100;-;-;-4;7.2;-;-4.4;-1.2
GSB;18651205;-;80;-;-;-5.2;7.2;-;-7.1;-3.2
GSB;18651206;-;10;-;-;-7;0;-;-7.6;-5.8
GSB;18651207;-;0;-;-;-6.6;0;-;-8.2;-5.2
GSB;18651208;-;0;-;-;-5.1;0;-;-8.6;-2.1
GSB;18651209;-;0;-;-;-6.4;0;-;-8.1;-4.6
GSB;18651210;-;0;-;-;-2.8;0;-;-6;0.1
GSB;18651211;-;20;-;-;-4.8;0;-;-6.3;-3.1
GSB;18651212;-;0;-;-;-9.4;0;-;-12;-7
GSB;18651213;-;50;-;-;-14.2;0;-;-15.7;-12
GSB;18651214;-;0;-;-;-10.4;0;-;-15;-8.3
GSB;18651215;-;60;-;-;-13.4;0;-;-14.8;-11.5
GSB;18651216;-;10;-;-;-9.2;0;-;-11.2;-7.5
GSB;18651217;-;0;-;-;-5.1;0;-;-6.7;-3.5
GSB;18651218;-;0;-;-;-5.3;0;-;-7.3;-2.9
GSB;18651219;-;0;-;-;-5.7;0;-;-7;-3
GSB;18651220;-;0;-;-;-5.3;0;-;-6.5;-3.2
GSB;18651221;-;0;-;-;-2.9;0;-;-4.9;-1.8
GSB;18651222;-;0;-;-;0;0;-;-1.5;1.2
GSB;18651223;-;0;-;-;1.5;0;-;0.6;4
GSB;18651224;-;0;-;-;0;0;-;-0.9;1.9
GSB;18651225;-;0;-;-;-0.8;0;-;-1.9;0.4
GSB;18651226;-;0;-;-;-3.8;0;-;-5.5;-1.1
GSB;18651227;-;0;-;-;-4.5;0;-;-5.8;-2
GSB;18651228;-;0;-;-;-5.9;0;-;-7;-3
GSB;18651229;-;0;-;-;-6.5;0;-;-9.1;-4.2
GSB;18651230;-;100;-;-;-9.1;2.4;-;-11.1;-7.5
GSB;18651231;-;80;-;-;-7.8;0;-;-8.4;-6.6
GSB;18660101;-;100;-;-;-8.7;17.6;-;-9.1;-7.9
GSB;18660102;-;20;-;-;-9.4;4.2;-;-9.9;-8
GSB;18660103;-;30;-;-;-3.7;0;-;-6.5;-0.6
GSB;18660104;-;30;-;-;-5.5;0;-;-7.7;-3.3
GSB;18660105;-;20;-;-;-5.8;0;-;-7.3;-3.8
GSB;18660106;-;60;-;-;-5.2;0;-;-6;-3.1
GSB;18660107;-;70;-;-;-5.9;5.2;-;-10.1;-1.9
GSB;18660108;-;90;-;-;-4.2;18.9;-;-6.8;-1.4
GSB;18660109;-;60;-;-;-9.5;3.4;-;-12.1;-7
GSB;18660110;-;80;-;-;-12.7;1.5;-;-13.5;-11.6
GSB;18660111;-;100;-;-;-11.1;8.3;-;-12.1;-8
GSB;18660112;-;70;-;-;-11.9;2.6;-;-15.1;-8.1
GSB;18660113;-;20;-;-;-10.8;0;-;-15.4;-7.2
GSB;18660114;-;60;-;-;-2.2;0;-;-4;-0.3
GSB;18660115;-;70;-;-;-2.2;0;-;-3.3;0.9
GSB;18660116;-;50;-;-;-5;0;-;-6.6;-2.3
GSB;18660117;-;70;-;-;-7.3;4.2;-;-8.7;-5.6
GSB;18660118;-;10;-;-;-3;0;-;-6.6;0.4
GSB;18660119;-;0;-;-;-2.8;0;-;-5.4;0.4
GSB;18660120;-;0;-;-;-3.7;0;-;-4.6;0.1
GSB;18660121;-;0;-;-;-3.2;0;-;-4.3;-0.6
GSB;18660122;-;0;-;-;-2.7;0;-;-4.3;0.5
GSB;18660123;-;90;-;-;-6.6;2.5;-;-10.7;-1
GSB;18660124;-;0;-;-;-7.4;0;-;-11.6;-4
GSB;18660125;-;30;-;-;-1.1;0;-;-3.7;1.7
GSB;18660126;-;0;-;-;-1.8;0;-;-4.3;2
GSB;18660127;-;0;-;-;-3.6;0;-;-5.5;0
GSB;18660128;-;0;-;-;-4;0;-;-6;0
GSB;18660129;-;50;-;-;-4.4;0;-;-6.2;-1.6
GSB;18660130;-;30;-;-;-4.3;0;-;-7.5;-1.5
GSB;18660131;-;40;-;-;-6.1;0;-;-7;-4.8
GSB;18660201;-;100;-;-;-4.1;14;-;-5.6;-2.5
GSB;18660202;-;70;-;-;-2.4;25;-;-4.7;0.3
GSB;18660203;-;60;-;-;-8.9;0;-;-11;-6.6
GSB;18660204;-;70;-;-;-10.5;0;-;-11.5;-9.2
GSB;18660205;-;90;-;-;-6.7;6.3;-;-9.7;-2.3
GSB;18660206;-;90;-;-;-3.2;2.7;-;-8.2;-1.3
GSB;18660207;-;40;-;-;0.3;0;-;-3.3;3.7
GSB;18660208;-;90;-;-;-5.8;0;-;-10.2;-2.3
GSB;18660209;-;40;-;-;-0.1;0;-;-4.1;4.2
GSB;18660210;-;40;-;-;-6.4;0;-;-8;-4.2
GSB;18660211;-;90;-;-;-6.2;3.2;-;-7.9;-4.8
GSB;18660212;-;100;-;-;-3;20.8;-;-3.3;-1.1
GSB;18660213;-;100;-;-;-7.8;25.5;-;-11.5;-3.3
GSB;18660214;-;20;-;-;-11.9;0;-;-14;-8.2
GSB;18660215;-;100;-;-;-11.2;9.7;-;-13.5;-7.7
GSB;18660216;-;60;-;-;-4.9;2;-;-9.9;-0.9
GSB;18660217;-;30;-;-;-5.2;0;-;-8.3;-1.9
GSB;18660218;-;100;-;-;-8.5;3.2;-;-9.5;-7.2
GSB;18660219;-;80;-;-;-4;0;-;-7.2;-0.3
GSB;18660220;-;70;-;-;-4.3;4;-;-5;-3.1
GSB;18660221;-;100;-;-;-3.8;9.8;-;-4.6;-2.5
GSB;18660222;-;10;-;-;-3.1;0;-;-4.9;0
GSB;18660223;-;100;-;-;-4.4;0;-;-6.3;-2.4
GSB;18660224;-;10;-;-;-7.1;0;-;-10.7;-2.5
GSB;18660225;-;90;-;-;-10.3;0;-;-13.6;-6.1
GSB;18660226;-;100;-;-;-9.6;0;-;-11.2;-7.6
GSB;18660227;-;100;-;-;-9.3;0;-;-10;-8.1
GSB;18660228;-;100;-;-;-7.9;0;-;-8.9;-5.9
GSB;18660301;-;80;-;-;-8.8;2.7;-;-11.1;-6.9
GSB;18660302;-;100;-;-;-6.5;5.5;-;-7.7;-4.5
GSB;18660303;-;100;-;-;-4.3;4.4;-;-6.2;-1.7
GSB;18660304;-;60;-;-;-5.1;0;-;-5.7;-2.7
GSB;18660305;-;100;-;-;-5.3;6.8;-;-6;-3.9
GSB;18660306;-;80;-;-;-8.1;16.8;-;-11.2;-5.4
GSB;18660307;-;80;-;-;-9.4;0;-;-12.7;-5.5
GSB;18660308;-;80;-;-;-10.4;2.1;-;-12.3;-8
GSB;18660309;-;90;-;-;-12.1;2.4;-;-13.5;-9
GSB;18660310;-;80;-;-;-10.6;3.2;-;-12.6;-6.1
GSB;18660311;-;10;-;-;-10.2;0;-;-12.5;-6.8
GSB;18660312;-;0;-;-;-6.2;0;-;-11.7;-0.3
GSB;18660313;-;90;-;-;-9.3;0.6;-;-10.1;-7.4
GSB;18660314;-;90;-;-;-12.9;5.6;-;-15.1;-10.3
GSB;18660315;-;10;-;-;-11.6;0;-;-18;-8.3
GSB;18660316;-;100;-;-;-9.9;1.4;-;-12;-7.9
GSB;18660317;-;100;-;-;-7.3;0;-;-8.2;-5.5
GSB;18660318;-;90;-;-;-7.2;0;-;-9;-5.1
GSB;18660319;-;100;-;-;-8.6;6.4;-;-9.8;-7
GSB;18660320;-;70;-;-;-6.6;0;-;-8;-3.9
GSB;18660321;-;70;-;-;-5;0;-;-8;0
GSB;18660322;-;100;-;-;-5.7;3.6;-;-9;0.6
GSB;18660323;-;30;-;-;-8.2;1.9;-;-12.3;-4.7
GSB;18660324;-;100;-;-;-7.5;7.2;-;-7.8;-6.2
GSB;18660325;-;100;-;-;-7.7;13.1;-;-9;-3.2
GSB;18660326;-;80;-;-;-8;0;-;-9;-5.4
GSB;18660327;-;40;-;-;-5.9;0;-;-8;-3
GSB;18660328;-;100;-;-;-5.6;0;-;-7;-1.3
GSB;18660329;-;90;-;-;-5.4;0;-;-8.9;-0.1
GSB;18660330;-;70;-;-;-5.3;0;-;-8.3;-2.3
GSB;18660331;-;100;-;-;-2.3;0;-;-4;1.7
GSB;18660401;-;100;-;-;-4.8;7.8;-;-6;-2.5
GSB;18660402;-;90;-;-;-7.8;18.7;-;-10.6;-4.3
GSB;18660403;-;70;-;-;-8.5;0;-;-12.2;-6.1
GSB;18660404;-;50;-;-;-8.4;0;-;-10;-6.1
GSB;18660405;-;90;-;-;-6.3;0;-;-8.2;-3
GSB;18660406;-;100;-;-;-3.6;14.8;-;-6.1;-1.6
GSB;18660407;-;100;-;-;-3.3;7.6;-;-4.2;-1.5
GSB;18660408;-;100;-;-;-4.8;4.5;-;-5;-3
GSB;18660409;-;100;-;-;-6.1;8.6;-;-6.5;-4
GSB;18660410;-;10;-;-;-4.8;0;-;-9.8;-2
GSB;18660411;-;50;-;-;-2.9;0;-;-5.4;0.2
GSB;18660412;-;90;-;-;0.9;1.6;-;-2;6.4
GSB;18660413;-;20;-;-;1.4;0;-;-2.4;6.2
