stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Tiefsttemperatur;Relative Luftfeuchtigkeit (%);Maximaltemperatur
CHD;18810522;-;-;-;-;-;0;12.7;-;-;-
CHD;18810523;-;-;-;-;-;0;10.8;-;-;-
CHD;18810524;-;-;-;-;-;0;10.6;-;-;-
CHD;18810525;-;-;-;-;-;0;12.9;-;-;-
CHD;18810526;-;-;-;-;-;25.3;11.5;-;-;-
CHD;18810527;-;-;-;-;-;46.6;9.2;-;-;-
CHD;18810528;-;-;-;-;-;5.9;9.2;-;-;-
CHD;18810529;-;-;-;-;-;0.8;11.2;-;-;-
CHD;18810530;-;-;-;-;-;0.3;12.2;-;-;-
CHD;18810531;-;-;-;-;-;7.9;9.3;-;-;-
CHD;18810601;-;-;-;-;-;20.1;9.3;-;-;-
CHD;18810602;-;-;-;-;-;0.5;10.7;-;-;-
CHD;18810603;-;-;-;-;-;6.9;10.9;-;-;-
CHD;18810604;-;-;-;-;-;0;12.8;-;-;-
CHD;18810605;-;-;-;-;-;0;13.6;-;-;-
CHD;18810606;-;-;-;-;-;19.6;8.9;-;-;-
CHD;18810607;-;-;-;-;-;2;4.9;-;-;-
CHD;18810608;-;-;-;-;-;22.3;3.8;-;-;-
CHD;18810609;-;-;-;-;-;0;5.5;-;-;-
CHD;18810610;-;-;-;-;-;0;5.2;-;-;-
CHD;18810611;-;-;-;-;-;0;6.1;-;-;-
CHD;18810612;-;-;-;-;-;0;8.8;-;-;-
CHD;18810613;-;-;-;-;-;0;10.8;-;-;-
CHD;18810614;-;-;-;-;-;0;10.4;-;-;-
CHD;18810615;-;-;-;-;-;6.4;12.7;-;-;-
CHD;18810616;-;-;-;-;-;7.9;13.8;-;-;-
CHD;18810617;-;-;-;-;-;0;14.3;-;-;-
CHD;18810618;-;-;-;-;-;0;16;-;-;-
CHD;18810619;-;-;-;-;-;5.1;15;-;-;-
CHD;18810620;-;-;-;-;-;3.3;15.9;-;-;-
CHD;18810621;-;-;-;-;-;0;17.9;-;-;-
CHD;18810622;-;-;-;-;-;0;18.9;-;-;-
CHD;18810623;-;-;-;-;-;14.5;16.7;-;-;-
CHD;18810624;-;-;-;-;-;6.1;17.2;-;-;-
CHD;18810625;-;-;-;-;-;0;17.8;-;-;-
CHD;18810626;-;-;-;-;-;21.8;12.6;-;-;-
CHD;18810627;-;-;-;-;-;0;12.6;-;-;-
CHD;18810628;-;-;-;-;-;0;14;-;-;-
CHD;18810629;-;-;-;-;-;2;11.1;-;-;-
CHD;18810630;-;-;-;-;-;0;12.5;-;-;-
CHD;18810701;-;-;-;-;-;0;14.6;-;-;-
CHD;18810702;-;-;-;-;-;0;17.2;-;-;-
CHD;18810703;-;-;-;-;-;0;19.2;-;-;-
CHD;18810704;-;-;-;-;-;0;19.5;-;-;-
CHD;18810705;-;-;-;-;-;0;20;-;-;-
CHD;18810706;-;-;-;-;-;8.4;19.9;-;-;-
CHD;18810707;-;-;-;-;-;0;15.6;-;-;-
CHD;18810708;-;-;-;-;-;24.2;15.7;-;-;-
CHD;18810709;-;-;-;-;-;0.8;12.4;-;-;-
CHD;18810710;-;-;-;-;-;0;13.6;-;-;-
CHD;18810711;-;-;-;-;-;0;14.4;-;-;-
CHD;18810712;-;-;-;-;-;0;16.2;-;-;-
CHD;18810713;-;-;-;-;-;0;18.9;-;-;-
CHD;18810714;-;-;-;-;-;0;19.9;-;-;-
CHD;18810715;-;-;-;-;-;16.2;21.2;-;-;-
CHD;18810716;-;-;-;-;-;0;19.1;-;-;-
CHD;18810717;-;-;-;-;-;0;19.2;-;-;-
CHD;18810718;-;-;-;-;-;0;20.3;-;-;-
CHD;18810719;-;-;-;-;-;3.5;21.3;-;-;-
CHD;18810720;-;-;-;-;-;0;19;-;-;-
CHD;18810721;-;-;-;-;-;6.1;18.9;-;-;-
CHD;18810722;-;-;-;-;-;20.6;13.8;-;-;-
CHD;18810723;-;-;-;-;-;0;13.7;-;-;-
CHD;18810724;-;-;-;-;-;0;15.7;-;-;-
CHD;18810725;-;-;-;-;-;14.7;17.7;-;-;-
CHD;18810726;-;-;-;-;-;11;14.4;-;-;-
CHD;18810727;-;-;-;-;-;0;9.9;-;-;-
CHD;18810728;-;-;-;-;-;0;11.3;-;-;-
CHD;18810729;-;-;-;-;-;0;13.6;-;-;-
CHD;18810730;-;-;-;-;-;0;15;-;-;-
CHD;18810731;-;-;-;-;-;0;18.3;-;-;-
CHD;18810801;-;-;-;-;-;0.1;19.7;-;-;-
CHD;18810802;-;-;-;-;-;1.2;17.1;-;-;-
CHD;18810803;-;-;-;-;-;0;15.3;-;-;-
CHD;18810804;-;-;-;-;-;0;17;-;-;-
CHD;18810805;-;-;-;-;-;0;18.3;-;-;-
CHD;18810806;-;-;-;-;-;0;18.9;-;-;-
CHD;18810807;-;-;-;-;-;0;18.3;-;-;-
CHD;18810808;-;-;-;-;-;0;19.2;-;-;-
CHD;18810809;-;-;-;-;-;0;17.3;-;-;-
CHD;18810810;-;-;-;-;-;0;15.8;-;-;-
CHD;18810811;-;-;-;-;-;0;14.8;-;-;-
CHD;18810812;-;-;-;-;-;0;14.1;-;-;-
CHD;18810813;-;-;-;-;-;7.9;12.9;-;-;-
CHD;18810814;-;-;-;-;-;0;11.6;-;-;-
CHD;18810815;-;-;-;-;-;0;9.3;-;-;-
CHD;18810816;-;-;-;-;-;26.2;11.5;-;-;-
CHD;18810817;-;-;-;-;-;44.7;12.8;-;-;-
CHD;18810818;-;-;-;-;-;0;10;-;-;-
CHD;18810819;-;-;-;-;-;12.7;15.7;-;-;-
CHD;18810820;-;-;-;-;-;0;16.5;-;-;-
CHD;18810821;-;-;-;-;-;4.5;16.1;-;-;-
CHD;18810822;-;-;-;-;-;1.8;16.6;-;-;-
CHD;18810823;-;-;-;-;-;0.8;20.7;-;-;-
CHD;18810824;-;-;-;-;-;18.3;11.3;-;-;-
CHD;18810825;-;-;-;-;-;0;11.5;-;-;-
CHD;18810826;-;-;-;-;-;0;15.3;-;-;-
CHD;18810827;-;-;-;-;-;47.7;12.2;-;-;-
CHD;18810828;-;-;-;-;-;20.1;7.4;-;-;-
CHD;18810829;-;-;-;-;-;0;8.6;-;-;-
CHD;18810830;-;-;-;-;-;0;12.6;-;-;-
CHD;18810831;-;-;-;-;-;15.5;10.1;-;-;-
CHD;18810901;-;-;-;-;-;18.5;8.3;-;-;-
CHD;18810902;-;-;-;-;-;35.6;3.8;-;-;-
CHD;18810903;-;-;-;-;-;1.3;8.3;-;-;-
CHD;18810904;-;-;-;-;-;0;8.8;-;-;-
CHD;18810905;-;-;-;-;-;9.1;10.7;-;-;-
CHD;18810906;-;-;-;-;-;11.4;11;-;-;-
CHD;18810907;-;-;-;-;-;0.5;10.9;-;-;-
CHD;18810908;-;-;-;-;-;8.6;11.2;-;-;-
CHD;18810909;-;-;-;-;-;0;8.5;-;-;-
CHD;18810910;-;-;-;-;-;0;8.6;-;-;-
CHD;18810911;-;-;-;-;-;0.8;7.9;-;-;-
CHD;18810912;-;-;-;-;-;0.8;9.1;-;-;-
CHD;18810913;-;-;-;-;-;0;8.5;-;-;-
CHD;18810914;-;-;-;-;-;0;11.2;-;-;-
CHD;18810915;-;-;-;-;-;10.7;12.6;-;-;-
CHD;18810916;-;-;-;-;-;0;10.5;-;-;-
CHD;18810917;-;-;-;-;-;0;9.5;-;-;-
CHD;18810918;-;-;-;-;-;0;14.1;-;-;-
CHD;18810919;-;-;-;-;-;0.8;13;-;-;-
CHD;18810920;-;-;-;-;-;0;11.9;-;-;-
CHD;18810921;-;-;-;-;-;10.4;12.8;-;-;-
CHD;18810922;-;-;-;-;-;4.6;7.6;-;-;-
CHD;18810923;-;-;-;-;-;1.3;6.8;-;-;-
CHD;18810924;-;-;-;-;-;0;7.9;-;-;-
CHD;18810925;-;-;-;-;-;0;6.6;-;-;-
CHD;18810926;-;-;-;-;-;0.3;8.4;-;-;-
CHD;18810927;-;-;-;-;-;0;9.6;-;-;-
CHD;18810928;-;-;-;-;-;0;7.8;-;-;-
CHD;18810929;-;-;-;-;-;0;6.6;-;-;-
CHD;18810930;-;-;-;-;-;0;6.1;-;-;-
CHD;18811001;-;-;-;-;-;0;5.9;-;-;-
CHD;18811002;-;-;-;-;-;0;5.9;-;-;-
CHD;18811003;-;-;-;-;-;0;5.4;-;-;-
CHD;18811004;-;-;-;-;-;2.3;2.8;-;-;-
CHD;18811005;-;-;-;-;-;1;1.3;-;-;-
CHD;18811006;-;-;-;-;-;0;0;-;-;-
CHD;18811007;-;-;-;-;-;0;1.8;-;-;-
CHD;18811008;-;-;-;-;-;0;5.4;-;-;-
CHD;18811009;-;-;-;-;-;12.2;5.7;-;-;-
CHD;18811010;-;-;-;-;-;0;5.5;-;-;-
CHD;18811011;-;-;-;-;-;0.3;4.1;-;-;-
CHD;18811012;-;-;-;-;-;1.8;7.4;-;-;-
CHD;18811013;-;-;-;-;-;7.1;8.4;-;-;-
CHD;18811014;-;-;-;-;-;7.9;11.5;-;-;-
CHD;18811015;-;-;-;-;-;2.9;5.5;-;-;-
CHD;18811016;-;-;-;-;-;0;-1.1;-;-;-
CHD;18811017;-;-;-;-;-;0;-1.9;-;-;-
CHD;18811018;-;-;-;-;-;0;-2.2;-;-;-
CHD;18811019;-;-;-;-;-;0;-1.1;-;-;-
CHD;18811020;-;-;-;-;-;8.4;3;-;-;-
CHD;18811021;-;-;-;-;-;12.2;2.8;-;-;-
CHD;18811022;-;-;-;-;-;0;5.8;-;-;-
CHD;18811023;-;-;-;-;-;7;5.8;-;-;-
CHD;18811024;-;-;-;-;-;1.8;6.3;-;-;-
CHD;18811025;-;-;-;-;-;9.1;6.3;-;-;-
CHD;18811026;-;-;-;-;-;0;0.1;-;-;-
CHD;18811027;-;-;-;-;-;0;0;-;-;-
CHD;18811028;-;-;-;-;-;9.1;0.7;-;-;-
CHD;18811029;-;-;-;-;-;0.3;-0.2;-;-;-
CHD;18811030;-;-;-;-;-;0.5;-1.8;-;-;-
CHD;18811031;-;-;-;-;-;0;-1.6;-;-;-
CHD;18811101;-;-;-;-;-;0;-0.3;-;-;-
CHD;18811102;-;-;-;-;-;0;-0.6;-;-;-
CHD;18811103;-;-;-;-;-;0;2.3;-;-;-
CHD;18811104;-;-;-;-;-;0;6;-;-;-
CHD;18811105;-;-;-;-;-;0;6.3;-;-;-
CHD;18811106;-;-;-;-;-;0;7.7;-;-;-
CHD;18811107;-;-;-;-;-;0;6.8;-;-;-
CHD;18811108;-;-;-;-;-;0;7.3;-;-;-
CHD;18811109;-;-;-;-;-;0;2;-;-;-
CHD;18811110;-;-;-;-;-;0;2.9;-;-;-
CHD;18811111;-;-;-;-;-;0;2.5;-;-;-
CHD;18811112;-;-;-;-;-;0;2.4;-;-;-
CHD;18811113;-;-;-;-;-;0;2.2;-;-;-
CHD;18811114;-;-;-;-;-;0;1.4;-;-;-
CHD;18811115;-;-;-;-;-;0;2.9;-;-;-
CHD;18811116;-;-;-;-;-;0;1.9;-;-;-
CHD;18811117;-;-;-;-;-;6.1;5.3;-;-;-
CHD;18811118;-;-;-;-;-;2;1.5;-;-;-
CHD;18811119;-;-;-;-;-;0;-1.3;-;-;-
CHD;18811120;-;-;-;-;-;0;-0.2;-;-;-
CHD;18811121;-;-;-;-;-;0;2.5;-;-;-
CHD;18811122;-;-;-;-;-;0;6.1;-;-;-
CHD;18811123;-;-;-;-;-;0;4.6;-;-;-
CHD;18811124;-;-;-;-;-;0;1.5;-;-;-
CHD;18811125;-;-;-;-;-;0;2;-;-;-
CHD;18811126;-;-;-;-;-;5.1;0.9;-;-;-
CHD;18811127;-;-;-;-;-;2.5;6.9;-;-;-
CHD;18811128;-;-;-;-;-;9.4;4;-;-;-
CHD;18811129;-;-;-;-;-;2;2.5;-;-;-
CHD;18811130;-;-;-;-;-;1;2.7;-;-;-
CHD;18811201;-;-;-;-;-;0;1.6;-;-;-
CHD;18811202;-;-;-;-;-;0;0.7;-;-;-
CHD;18811203;-;-;-;-;-;0;-2.4;-;-;-
CHD;18811204;-;-;-;-;-;0;-3.4;-;-;-
CHD;18811205;-;-;-;-;-;0;-2.8;-;-;-
CHD;18811206;-;-;-;-;-;0.3;-1.3;-;-;-
CHD;18811207;-;-;-;-;-;3;0.4;-;-;-
CHD;18811208;-;-;-;-;-;0.5;-0.6;-;-;-
CHD;18811209;-;-;-;-;-;0;-2.3;-;-;-
CHD;18811210;-;-;-;-;-;0;-2.2;-;-;-
CHD;18811211;-;-;-;-;-;0;-1.1;-;-;-
CHD;18811212;-;-;-;-;-;0;-1.5;-;-;-
CHD;18811213;-;-;-;-;-;0;-4.4;-;-;-
CHD;18811214;-;-;-;-;-;0;-6.2;-;-;-
CHD;18811215;-;-;-;-;-;0;-7.4;-;-;-
CHD;18811216;-;-;-;-;-;0;-5;-;-;-
CHD;18811217;-;-;-;-;-;0;-0.1;-;-;-
CHD;18811218;-;-;-;-;-;16;5.1;-;-;-
CHD;18811219;-;-;-;-;-;0;1;-;-;-
CHD;18811220;-;-;-;-;-;21.1;2.4;-;-;-
CHD;18811221;-;-;-;-;-;3;1;-;-;-
CHD;18811222;-;-;-;-;-;8.1;-3.2;-;-;-
CHD;18811223;-;-;-;-;-;4.8;-3.6;-;-;-
CHD;18811224;-;-;-;-;-;0;-9.7;-;-;-
CHD;18811225;-;-;-;-;-;0;-12.4;-;-;-
CHD;18811226;-;-;-;-;-;0;-7.4;-;-;-
CHD;18811227;-;-;-;-;-;0;-3.3;-;-;-
CHD;18811228;-;-;-;-;-;0;-2.6;-;-;-
CHD;18811229;-;-;-;-;-;0;-1.8;-;-;-
CHD;18811230;-;-;-;-;-;0;-1.3;-;-;-
CHD;18811231;-;-;-;-;-;0;-1.8;-;-;-
CHD;18820101;-;-;-;-;-;0;-4.1;-;-;-
CHD;18820102;-;-;-;-;-;0;-1.6;-;-;-
CHD;18820103;-;-;-;-;-;0;1.5;-;-;-
CHD;18820104;-;-;-;-;-;7.6;0.9;-;-;-
CHD;18820105;-;-;-;-;-;0;-2.2;-;-;-
CHD;18820106;-;-;-;-;-;0;-0.5;-;-;-
CHD;18820107;-;-;-;-;-;13;-0.1;-;-;-
CHD;18820108;-;-;-;-;-;0;-5.8;-;-;-
CHD;18820109;-;-;-;-;-;0;0.3;-;-;-
CHD;18820110;-;-;-;-;-;0;-2.7;-;-;-
CHD;18820111;-;-;-;-;-;0;-2.2;-;-;-
CHD;18820112;-;-;-;-;-;0;-3;-;-;-
CHD;18820113;-;-;-;-;-;0;-5.1;-;-;-
CHD;18820114;-;-;-;-;-;0;-2.9;-;-;-
CHD;18820115;-;-;-;-;-;0;-3.8;-;-;-
CHD;18820116;-;-;-;-;-;0;-2.9;-;-;-
CHD;18820117;-;-;-;-;-;0;-4;-;-;-
CHD;18820118;-;-;-;-;-;0;-2.4;-;-;-
CHD;18820119;-;-;-;-;-;0;-1.9;-;-;-
CHD;18820120;-;-;-;-;-;0;-1.3;-;-;-
CHD;18820121;-;-;-;-;-;0;-1.7;-;-;-
CHD;18820122;-;-;-;-;-;0;-3.6;-;-;-
CHD;18820123;-;-;-;-;-;0;-2.3;-;-;-
CHD;18820124;-;-;-;-;-;0;-3.4;-;-;-
CHD;18820125;-;-;-;-;-;0;-3.3;-;-;-
CHD;18820126;-;-;-;-;-;0;-3.4;-;-;-
CHD;18820127;-;-;-;-;-;0;-3.1;-;-;-
CHD;18820128;-;-;-;-;-;0;-3.3;-;-;-
CHD;18820129;-;-;-;-;-;0;-2.7;-;-;-
CHD;18820130;-;-;-;-;-;0;-0.2;-;-;-
CHD;18820131;-;-;-;-;-;0;0;-;-;-
CHD;18820201;-;-;-;-;-;0;-3.4;-;-;-
CHD;18820202;-;-;-;-;-;0;-4.6;-;-;-
CHD;18820203;-;-;-;-;-;0;-5.4;-;-;-
CHD;18820204;-;-;-;-;-;0;-4.6;-;-;-
CHD;18820205;-;-;-;-;-;0;-4.8;-;-;-
CHD;18820206;-;-;-;-;-;0;-6.9;-;-;-
CHD;18820207;-;-;-;-;-;0;-8.4;-;-;-
CHD;18820208;-;-;-;-;-;0;-6.1;-;-;-
CHD;18820209;-;-;-;-;-;0;-5.3;-;-;-
CHD;18820210;-;-;-;-;-;0;-3.3;-;-;-
CHD;18820211;-;-;-;-;-;0;-3.1;-;-;-
CHD;18820212;-;-;-;-;-;0;-2.5;-;-;-
CHD;18820213;-;-;-;-;-;0;-2.3;-;-;-
CHD;18820214;-;-;-;-;-;0;-0.1;-;-;-
CHD;18820215;-;-;-;-;-;0;4.2;-;-;-
CHD;18820216;-;-;-;-;-;9.1;-2.9;-;-;-
CHD;18820217;-;-;-;-;-;2.5;-1.1;-;-;-
CHD;18820218;-;-;-;-;-;0;0.7;-;-;-
CHD;18820219;-;-;-;-;-;1.3;-0.5;-;-;-
CHD;18820220;-;-;-;-;-;0;-4.7;-;-;-
CHD;18820221;-;-;-;-;-;0;-2.9;-;-;-
CHD;18820222;-;-;-;-;-;0;-1.4;-;-;-
CHD;18820223;-;-;-;-;-;0;0.6;-;-;-
CHD;18820224;-;-;-;-;-;0;2.8;-;-;-
CHD;18820225;-;-;-;-;-;0;4.8;-;-;-
CHD;18820226;-;-;-;-;-;4.1;5.8;-;-;-
CHD;18820227;-;-;-;-;-;5.3;3.4;-;-;-
CHD;18820228;-;-;-;-;-;10.7;3.2;-;-;-
CHD;18820301;-;-;-;-;-;12.2;3;-;-;-
CHD;18820302;-;-;-;-;-;1.8;1;-;-;-
CHD;18820303;-;-;-;-;-;0;-1.4;-;-;-
CHD;18820304;-;-;-;-;-;1;2.7;-;-;-
CHD;18820305;-;-;-;-;-;0;1.7;-;-;-
CHD;18820306;-;-;-;-;-;0;2.8;-;-;-
CHD;18820307;-;-;-;-;-;0;3.1;-;-;-
CHD;18820308;-;-;-;-;-;0;4.5;-;-;-
CHD;18820309;-;-;-;-;-;0;4.9;-;-;-
CHD;18820310;-;-;-;-;-;0;5.3;-;-;-
CHD;18820311;-;-;-;-;-;0;5.3;-;-;-
CHD;18820312;-;-;-;-;-;0;4.8;-;-;-
CHD;18820313;-;-;-;-;-;0;5.9;-;-;-
CHD;18820314;-;-;-;-;-;0;5.6;-;-;-
CHD;18820315;-;-;-;-;-;0;5.4;-;-;-
CHD;18820316;-;-;-;-;-;0;6.1;-;-;-
CHD;18820317;-;-;-;-;-;0;5.9;-;-;-
CHD;18820318;-;-;-;-;-;0;6.8;-;-;-
CHD;18820319;-;-;-;-;-;0;8;-;-;-
CHD;18820320;-;-;-;-;-;0.3;5.9;-;-;-
CHD;18820321;-;-;-;-;-;0;5.3;-;-;-
CHD;18820322;-;-;-;-;-;13.5;-1.9;-;-;-
CHD;18820323;-;-;-;-;-;2.3;-2.3;-;-;-
CHD;18820324;-;-;-;-;-;0;-1.7;-;-;-
CHD;18820325;-;-;-;-;-;3.3;0.3;-;-;-
CHD;18820326;-;-;-;-;-;13.1;6.9;-;-;-
CHD;18820327;-;-;-;-;-;6;-1.7;-;-;-
CHD;18820328;-;-;-;-;-;0;-3.2;-;-;-
CHD;18820329;-;-;-;-;-;0;-0.1;-;-;-
CHD;18820330;-;-;-;-;-;0;1.3;-;-;-
CHD;18820331;-;-;-;-;-;0;2.2;-;-;-
CHD;18820401;-;-;-;-;-;0.8;4.7;-;-;-
CHD;18820402;-;-;-;-;-;0;4.3;-;-;-
CHD;18820403;-;-;-;-;-;0;5.2;-;-;-
CHD;18820404;-;-;-;-;-;1.8;5.6;-;-;-
CHD;18820405;-;-;-;-;-;0;5.9;-;-;-
CHD;18820406;-;-;-;-;-;0.1;5.1;-;-;-
CHD;18820407;-;-;-;-;-;0;5.2;-;-;-
CHD;18820408;-;-;-;-;-;0;4.8;-;-;-
CHD;18820409;-;-;-;-;-;0;2.2;-;-;-
CHD;18820410;-;-;-;-;-;0;-0.8;-;-;-
CHD;18820411;-;-;-;-;-;0;-1.2;-;-;-
CHD;18820412;-;-;-;-;-;0;1.2;-;-;-
CHD;18820413;-;-;-;-;-;10.2;7.3;-;-;-
CHD;18820414;-;-;-;-;-;3.1;6.2;-;-;-
CHD;18820415;-;-;-;-;-;2.8;5.1;-;-;-
CHD;18820416;-;-;-;-;-;0;4.3;-;-;-
CHD;18820417;-;-;-;-;-;16.5;8.2;-;-;-
