stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur (¡C);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
NEU;18700702;-;-;-;-;-;0.3;11.9;-;11.2;12.5
NEU;18700703;-;-;-;-;-;0;17.6;-;8.7;26.2
NEU;18700704;-;-;-;-;-;0;19.8;-;7.5;26.9
NEU;18700705;-;-;-;-;-;0;22.9;-;15;33.7
NEU;18700706;-;-;-;-;-;0;27.5;-;13.4;34.1
NEU;18700707;-;-;-;-;-;0;27.6;-;15;34.3
NEU;18700708;-;-;-;-;-;0;24.9;-;16.2;35.1
NEU;18700709;-;-;-;-;-;6.4;22.3;-;15.4;29.3
NEU;18700710;-;-;-;-;-;0;26.2;-;14.5;31.5
NEU;18700711;-;-;-;-;-;0;27.5;-;16.3;33.2
NEU;18700712;-;-;-;-;-;0.7;19;-;15.6;23.2
NEU;18700713;-;-;-;-;-;19.9;16.8;-;13.4;20.3
NEU;18700714;-;-;-;-;-;1.3;19.7;-;12.2;26.1
NEU;18700715;-;-;-;-;-;0;21;-;12.6;30.1
NEU;18700716;-;-;-;-;-;0;23.7;-;12.2;29.6
NEU;18700717;-;-;-;-;-;0;18.2;-;15.2;25.1
NEU;18700718;-;-;-;-;-;0;20.3;-;8.9;26.8
NEU;18700719;-;-;-;-;-;0;21.7;-;12.5;27.9
NEU;18700720;-;-;-;-;-;0;22.8;-;13.9;29.5
NEU;18700721;-;-;-;-;-;0;23.9;-;12.6;32.1
NEU;18700722;-;-;-;-;-;0;24.4;-;14.4;31.6
NEU;18700723;-;-;-;-;-;0;24.3;-;15.7;31.3
NEU;18700724;-;-;-;-;-;0;25.9;-;12.4;31.4
NEU;18700725;-;-;-;-;-;0;26.9;-;16;33.7
NEU;18700726;-;-;-;-;-;16.9;20.5;-;16;24.4
NEU;18700727;-;-;-;-;-;0;18.4;-;13.2;22.2
NEU;18700728;-;-;-;-;-;11.8;18;-;13.1;23.1
NEU;18700729;-;-;-;-;-;0.2;19.5;-;13.5;24.7
NEU;18700730;-;-;-;-;-;0;18.9;-;13.8;25.1
NEU;18700731;-;-;-;-;-;0.2;18.7;-;15.5;23.7
NEU;18700801;-;-;-;-;-;1.5;21.7;-;12.1;27
NEU;18700802;-;-;-;-;-;0;23.9;-;12.5;31.2
NEU;18700803;-;-;-;-;-;18.1;17.1;-;16;21.4
NEU;18700804;-;-;-;-;-;21.6;17.1;-;14.1;19
NEU;18700805;-;-;-;-;-;0.2;19.7;-;10.7;26.8
NEU;18700806;-;-;-;-;-;1.1;16.8;-;15.1;24.3
NEU;18700807;-;-;-;-;-;0;19;-;9.5;25.2
NEU;18700808;-;-;-;-;-;11.4;17.3;-;12.2;21.9
NEU;18700809;-;-;-;-;-;2.5;16.3;-;11.5;21.5
NEU;18700810;-;-;-;-;-;28.2;15.1;-;12.8;18.3
NEU;18700811;-;-;-;-;-;9.5;14.6;-;13.2;21.5
NEU;18700812;-;-;-;-;-;21.1;15.9;-;13;21.9
NEU;18700813;-;-;-;-;-;0.3;19.3;-;12.9;23.4
NEU;18700814;-;-;-;-;-;0;19.4;-;12.9;25.6
NEU;18700815;-;-;-;-;-;0;19.3;-;11.6;25
NEU;18700816;-;-;-;-;-;0;19.2;-;11.9;24.3
NEU;18700817;-;-;-;-;-;0;19.1;-;10.5;24
NEU;18700818;-;-;-;-;-;0;17.1;-;11.6;22.1
NEU;18700819;-;-;-;-;-;1.5;16.9;-;13.6;22.2
NEU;18700820;-;-;-;-;-;0;15.3;-;9.9;20.6
NEU;18700821;-;-;-;-;-;0.3;12.5;-;9.3;18
NEU;18700822;-;-;-;-;-;0;13.1;-;4.8;18.3
NEU;18700823;-;-;-;-;-;0;12;-;5.4;16.1
NEU;18700824;-;-;-;-;-;4.1;15.1;-;9.1;20.7
NEU;18700825;-;-;-;-;-;0;15.5;-;12.5;17.8
NEU;18700826;-;-;-;-;-;0;11.9;-;8.5;14.7
NEU;18700827;-;-;-;-;-;0;10.8;-;6.2;13.7
NEU;18700828;-;-;-;-;-;0;13;-;5;15.8
NEU;18700829;-;-;-;-;-;1.1;14.6;-;12.8;16.7
NEU;18700830;-;-;-;-;-;3.8;13.4;-;8.5;17.4
NEU;18700831;-;-;-;-;-;0;14.6;-;6.2;19
NEU;18700901;-;-;-;-;-;0;14.2;-;7;24
NEU;18700902;-;-;-;-;-;0;18.8;-;9.8;24.2
NEU;18700903;-;-;-;-;-;0;15.5;-;13.8;20.4
NEU;18700904;-;-;-;-;-;8;15.5;-;12.3;20.4
NEU;18700905;-;-;-;-;-;0;14.4;-;6.3;21.7
NEU;18700906;-;-;-;-;-;0;17;-;9.3;21.5
NEU;18700907;-;-;-;-;-;2.7;14.5;-;11.1;21.3
NEU;18700908;-;-;-;-;-;31.7;11.4;-;8.1;15
NEU;18700909;-;-;-;-;-;0.5;15.2;-;8.4;17.6
NEU;18700910;-;-;-;-;-;0;17.9;-;14.8;21.1
NEU;18700911;-;-;-;-;-;3.3;12.9;-;11.8;16.9
NEU;18700912;-;-;-;-;-;10.1;14.3;-;10.1;20.1
NEU;18700913;-;-;-;-;-;0;15.7;-;8.7;20.3
NEU;18700914;-;-;-;-;-;0;15.1;-;13.9;18.2
NEU;18700915;-;-;-;-;-;0;10.8;-;8.8;15.6
NEU;18700916;-;-;-;-;-;0;11.4;-;6.5;15
NEU;18700917;-;-;-;-;-;0;10.4;-;6.5;16.7
NEU;18700918;-;-;-;-;-;0;13;-;4.8;18.7
NEU;18700919;-;-;-;-;-;0;12.3;-;9.7;15.5
NEU;18700920;-;-;-;-;-;0;12.2;-;4.7;18.2
NEU;18700921;-;-;-;-;-;0;13.6;-;7;20.5
NEU;18700922;-;-;-;-;-;0;14;-;7.8;17.9
NEU;18700923;-;-;-;-;-;0;11.3;-;6.9;14.9
NEU;18700924;-;-;-;-;-;0;10.3;-;4.4;16.7
NEU;18700925;-;-;-;-;-;0;13.1;-;3.6;18.6
NEU;18700926;-;-;-;-;-;0;12.3;-;5.9;16.9
NEU;18700927;-;-;-;-;-;0;11.4;-;5.8;15
NEU;18700928;-;-;-;-;-;0;12.4;-;5.5;18.7
NEU;18700929;-;-;-;-;-;0;13.6;-;6;19
NEU;18700930;-;-;-;-;-;0;12.7;-;8;16.1
NEU;18701001;-;-;-;-;-;0;9.6;-;6.5;13.9
NEU;18701002;-;-;-;-;-;0;9.2;-;3.9;14.6
NEU;18701003;-;-;-;-;-;0;9.4;-;3.1;12.9
NEU;18701004;-;-;-;-;-;0;9.1;-;4.1;13
NEU;18701005;-;-;-;-;-;0;8.6;-;4.4;11.8
NEU;18701006;-;-;-;-;-;0;9.8;-;6.2;17
NEU;18701007;-;-;-;-;-;0;10.7;-;4.5;17.2
NEU;18701008;-;-;-;-;-;0;13.8;-;7.3;17.3
NEU;18701009;-;-;-;-;-;13.1;11.7;-;6.8;14.3
NEU;18701010;-;-;-;-;-;7.1;9.9;-;6.8;15.1
NEU;18701011;-;-;-;-;-;1.3;6.6;-;2;12.2
NEU;18701012;-;-;-;-;-;0;8.7;-;-0.7;16.4
NEU;18701013;-;-;-;-;-;0.6;13.3;-;8.9;16.1
NEU;18701014;-;-;-;-;-;3.5;11.8;-;8.2;14.4
NEU;18701015;-;-;-;-;-;3;7.3;-;5.2;11.6
NEU;18701016;-;-;-;-;-;13.5;8.4;-;5.9;12.5
NEU;18701017;-;-;-;-;-;0;7.8;-;3.3;10.6
NEU;18701018;-;-;-;-;-;7.3;8;-;4.3;15.7
NEU;18701019;-;-;-;-;-;0;10.8;-;1.9;15.3
NEU;18701020;-;-;-;-;-;5.1;8.7;-;6.8;12.9
NEU;18701021;-;-;-;-;-;5.3;6.2;-;5.2;7.4
NEU;18701022;-;-;-;-;-;10.9;7.4;-;4.9;16.1
NEU;18701023;-;-;-;-;-;0;9.8;-;2.2;14
NEU;18701024;-;-;-;-;-;15.3;7.1;-;4.9;9.1
NEU;18701025;-;-;-;-;-;8.4;9.3;-;4.4;12.4
NEU;18701026;-;-;-;-;-;18.4;10.8;-;7.4;16
NEU;18701027;-;-;-;-;-;2.5;6.6;-;5.2;7.8
NEU;18701028;-;-;-;-;-;17.1;5.3;-;1.9;8.7
NEU;18701029;-;-;-;-;-;9.5;6.5;-;5.1;9.1
NEU;18701030;-;-;-;-;-;24.6;8.9;-;6.3;10
NEU;18701031;-;-;-;-;-;4.3;9.9;-;6.8;12.4
NEU;18701101;-;-;-;-;-;21.3;6.4;-;4.7;11.4
NEU;18701102;-;-;-;-;-;4.2;4.8;-;3.9;6
NEU;18701103;-;-;-;-;-;0;4.2;-;3.6;5
NEU;18701104;-;-;-;-;-;0;3.4;-;2.4;4.4
NEU;18701105;-;-;-;-;-;0;2.9;-;1.3;4.5
NEU;18701106;-;-;-;-;-;0;1.2;-;-0.3;4.3
NEU;18701107;-;-;-;-;-;0;1.7;-;-1.9;3.3
NEU;18701108;-;-;-;-;-;0;0.7;-;0.1;2.2
NEU;18701109;-;-;-;-;-;0;2.7;-;-0.2;3.2
NEU;18701110;-;-;-;-;-;0;4.3;-;1.8;7.9
NEU;18701111;-;-;-;-;-;0;2.8;-;1.3;6.8
NEU;18701112;-;-;-;-;-;1;0.4;-;-1.1;2.4
NEU;18701113;-;-;-;-;-;0;3.1;-;-0.3;5.5
NEU;18701114;-;-;-;-;-;7.6;3.1;-;1.1;5.7
NEU;18701115;-;-;-;-;-;4.2;5.8;-;1.1;6.8
NEU;18701116;-;-;-;-;-;11.7;3.6;-;3;8.3
NEU;18701117;-;-;-;-;-;2.4;4.1;-;2;6.6
NEU;18701118;-;-;-;-;-;0;1.1;-;-0.9;4.3
NEU;18701119;-;-;-;-;-;1.2;4.2;-;-0.4;5.1
NEU;18701120;-;-;-;-;-;16.8;6;-;4.2;7.1
NEU;18701121;-;-;-;-;-;19;6.1;-;5.6;7
NEU;18701122;-;-;-;-;-;22.8;8.8;-;5.7;10.7
NEU;18701123;-;-;-;-;-;14.7;8.9;-;8.2;9.2
NEU;18701124;-;-;-;-;-;5.4;5.8;-;3.9;9.8
NEU;18701125;-;-;-;-;-;0;3.6;-;0.5;7.9
NEU;18701126;-;-;-;-;-;0;7.8;-;3.2;9.4
NEU;18701127;-;-;-;-;-;3.8;6.3;-;5.6;7
NEU;18701128;-;-;-;-;-;0;6.3;-;4.7;7.2
NEU;18701129;-;-;-;-;-;0;4.2;-;3.2;5.8
NEU;18701130;-;-;-;-;-;0;1.5;-;0.4;2.4
NEU;18701201;-;-;-;-;-;0;-2.6;-;-4.4;0.6
NEU;18701202;-;-;-;-;-;0;-4.6;-;-6.2;-2.9
NEU;18701203;-;-;-;-;-;0;-5.3;-;-8.4;-3.6
NEU;18701204;-;-;-;-;-;6.6;-6.8;-;-8.6;-4.1
NEU;18701205;-;-;-;-;-;0;-9.3;-;-13.4;-7.7
NEU;18701206;-;-;-;-;-;0;-8.1;-;-11.1;-3.3
NEU;18701207;-;-;-;-;-;0;-6.3;-;-10.4;-4.8
NEU;18701208;-;-;-;-;-;0;-3.2;-;-6;-1.9
NEU;18701209;-;-;-;-;-;4.6;-1.5;-;-5.4;-0.1
NEU;18701210;-;-;-;-;-;0;-5;-;-6.9;-0.3
NEU;18701211;-;-;-;-;-;0;-4.7;-;-8.5;-3.3
NEU;18701212;-;-;-;-;-;0;-2.9;-;-7;0.9
NEU;18701213;-;-;-;-;-;4.4;1.9;-;-2.6;3
NEU;18701214;-;-;-;-;-;3.3;5.8;-;1.5;8.4
NEU;18701215;-;-;-;-;-;6;7.9;-;6.3;10.7
NEU;18701216;-;-;-;-;-;10.1;9.2;-;6.5;10.5
NEU;18701217;-;-;-;-;-;14.8;6.4;-;5.7;8
NEU;18701218;-;-;-;-;-;1.9;5.7;-;4.5;7.6
NEU;18701219;-;-;-;-;-;0;6.1;-;3.5;7.6
NEU;18701220;-;-;-;-;-;0;5.5;-;4;7.3
NEU;18701221;-;-;-;-;-;1.7;3.1;-;1.6;5.9
NEU;18701222;-;-;-;-;-;0.6;-7.1;-;-9;-4.2
NEU;18701223;-;-;-;-;-;0;-11.6;-;-13.6;-8.7
NEU;18701224;-;-;-;-;-;0;-12.7;-;-15.6;-10.6
NEU;18701225;-;-;-;-;-;0.1;-11.4;-;-14.4;-8.8
NEU;18701226;-;-;-;-;-;3.7;-6.9;-;-11.4;-5.8
NEU;18701227;-;-;-;-;-;0;-6.6;-;-8;-5
NEU;18701228;-;-;-;-;-;0;-5.8;-;-7.6;-4.3
NEU;18701229;-;-;-;-;-;0;-7.6;-;-8.1;-6.9
NEU;18701230;-;-;-;-;-;0;-7.5;-;-8.2;-6.7
NEU;18701231;-;-;-;-;-;2;-7.4;-;-10.4;-6.2
NEU;18710101;-;-;-;957.3;-;0;-6.8;-;-8.1;-5.6
NEU;18710102;-;-;-;956.6;-;0;-7.6;-;-10.1;-4.2
NEU;18710103;-;-;-;956.3;-;0;-6.3;-;-12.3;-3.4
NEU;18710104;-;-;-;955.8;-;0;-5.5;-;-7.5;-3.8
NEU;18710105;-;-;-;959.2;-;0;-5.6;-;-6.7;-1.6
NEU;18710106;-;-;-;962.5;-;6.3;0.1;-;-6.1;4
NEU;18710107;-;-;-;959.5;-;0;-1.8;-;-5.9;-0.5
NEU;18710108;-;-;-;949.2;-;2.8;-1.9;-;-5.2;2.7
NEU;18710109;-;-;-;941.5;-;0.5;-4.3;-;-6.7;1.7
NEU;18710110;-;-;-;947.3;-;0;-3.7;-;-6.7;-1.1
NEU;18710111;-;-;-;940.9;-;0;-5;-;-5.7;-3.1
NEU;18710112;-;-;-;953;-;0;-5.3;-;-6.6;-3
NEU;18710113;-;-;-;960.5;-;0;-6.9;-;-9.2;-3.9
NEU;18710114;-;-;-;959.3;-;0;-8.9;-;-10.2;-3.9
NEU;18710115;-;-;-;954;-;0;-7.7;-;-12.2;-6
NEU;18710116;-;-;-;948.4;-;0;-4.8;-;-8;-1.8
NEU;18710117;-;-;-;941.3;-;5.5;0.6;-;-5.1;3.2
NEU;18710118;-;-;-;942.4;-;37.4;1.7;-;0.4;2.4
NEU;18710119;-;-;-;941.3;-;15.3;0.4;-;-2.5;2.3
NEU;18710120;-;-;-;948.8;-;0.5;0.9;-;-1.9;2.6
NEU;18710121;-;-;-;950.7;-;0;-3.2;-;-5.4;1.3
NEU;18710122;-;-;-;953.1;-;0.8;-3.3;-;-6.6;1.2
NEU;18710123;-;-;-;955.7;-;5.9;-1.2;-;-2.9;1.4
NEU;18710124;-;-;-;955.8;-;0;-5;-;-6.2;-1.3
NEU;18710125;-;-;-;953.1;-;1.7;-5.7;-;-7.6;-2.2
NEU;18710126;-;-;-;950.6;-;0;-5;-;-8.7;-4
NEU;18710127;-;-;-;954;-;0;-3.5;-;-5.8;-1.7
NEU;18710128;-;-;-;955.4;-;0;-4.1;-;-5.4;-3.6
NEU;18710129;-;-;-;957.4;-;0;-3.9;-;-5.2;-1.3
NEU;18710130;-;-;-;961.2;-;0;-3.6;-;-8.1;-1.2
NEU;18710131;-;-;-;966.2;-;0;-5.1;-;-6.7;-1.8
NEU;18710201;-;-;-;968.1;-;0;-5.3;-;-7.8;-1.7
NEU;18710202;-;-;-;964.1;-;0;-1.6;-;-4.5;2.9
NEU;18710203;-;-;-;959.4;-;0;-1.9;-;-6.3;2
NEU;18710204;-;-;-;957.5;-;0;0.9;-;-1.7;3.2
NEU;18710205;-;-;-;961.8;-;0;1.5;-;-2.5;5.3
NEU;18710206;-;-;-;963;-;2.3;6.3;-;1;7.9
NEU;18710207;-;-;-;966;-;3.9;3.5;-;1.4;7.2
NEU;18710208;-;-;-;961.4;-;7.3;4;-;0.1;6.5
NEU;18710209;-;-;-;955.5;-;7.3;4.4;-;2.6;6.7
NEU;18710210;-;-;-;950.2;-;4.2;1.4;-;0.3;5.9
NEU;18710211;-;-;-;949.8;-;4.2;0.4;-;-0.7;3.5
NEU;18710212;-;-;-;959.9;-;0.2;-3.8;-;-5.2;2
NEU;18710213;-;-;-;961.3;-;0;-1.8;-;-6.4;0.1
NEU;18710214;-;-;-;965.5;-;0;0.8;-;-2.2;4.5
NEU;18710215;-;-;-;966.3;-;0;-0.2;-;-1.4;4
NEU;18710216;-;-;-;967.1;-;0;-1.5;-;-2.7;1
NEU;18710217;-;-;-;969.5;-;0;-2.1;-;-4.7;1.1
NEU;18710218;-;-;-;972.2;-;0;-1.9;-;-3.8;0
NEU;18710219;-;-;-;969.1;-;0;-1.1;-;-3.3;1.9
NEU;18710220;-;-;-;962;-;0;4.6;-;-3;7.1
NEU;18710221;-;-;-;960.8;-;2.1;3;-;1.3;7
NEU;18710222;-;-;-;969.2;-;0;2.5;-;-2.6;7.2
NEU;18710223;-;-;-;972.3;-;0;1.9;-;-3.4;7.4
NEU;18710224;-;-;-;973.1;-;0;1.5;-;-2.5;7.4
NEU;18710225;-;-;-;972.1;-;0;2.9;-;-2.3;10.3
NEU;18710226;-;-;-;969.1;-;0;4.9;-;-2.2;10.2
NEU;18710227;-;-;-;965.7;-;0;7.6;-;0.2;12
NEU;18710228;-;-;-;964.2;-;0;10.4;-;6.4;15.5
NEU;18710301;-;-;-;970.2;-;0;4;-;2.2;13
NEU;18710302;-;-;-;974.3;-;0;1.3;-;0.3;6.2
NEU;18710303;-;-;-;971.5;-;0;0.3;-;-1.6;4.8
NEU;18710304;-;-;-;965.7;-;0;-0.5;-;-2.5;2.2
NEU;18710305;-;-;-;966.5;-;0;3.9;-;-2.6;10
NEU;18710306;-;-;-;959.6;-;0;5.9;-;-0.4;13.7
NEU;18710307;-;-;-;961.5;-;0;8.5;-;2.5;13.3
NEU;18710308;-;-;-;966.8;-;1;7.6;-;5.2;11.7
NEU;18710309;-;-;-;970.7;-;1.6;4.8;-;3.6;10
NEU;18710310;-;-;-;967.4;-;0;6.6;-;2.2;11
NEU;18710311;-;-;-;968.2;-;3.3;6.3;-;2.4;11.6
NEU;18710312;-;-;-;963.8;-;0;6.8;-;-0.1;13.2
NEU;18710313;-;-;-;961.5;-;0;8.7;-;2.9;14.1
NEU;18710314;-;-;-;958.7;-;2;8.4;-;3.9;12.7
NEU;18710315;-;-;-;954;-;5.1;4.8;-;2.4;8.5
NEU;18710316;-;-;-;947.6;-;1.1;0.7;-;-1.7;2.7
NEU;18710317;-;-;-;957.3;-;15.8;1.4;-;-1;2.7
NEU;18710318;-;-;-;961.1;-;0;0;-;-3.7;9.5
NEU;18710319;-;-;-;957.1;-;0;1.4;-;-1;2.5
NEU;18710320;-;-;-;955.6;-;0;1.9;-;-1;2.9
NEU;18710321;-;-;-;957.9;-;0;3.7;-;0.9;7.2
NEU;18710322;-;-;-;958.5;-;0;5.3;-;-1.6;9.3
NEU;18710323;-;-;-;957.8;-;0;8.3;-;-1;12.9
NEU;18710324;-;-;-;956.5;-;0;7.9;-;1.7;16.2
NEU;18710325;-;-;-;956.6;-;0;8.3;-;1;15.4
NEU;18710326;-;-;-;958.3;-;0;9.5;-;2.9;15.9
NEU;18710327;-;-;-;958.3;-;0;9.9;-;2.8;15.3
NEU;18710328;-;-;-;958.7;-;0;3.4;-;0;14.1
NEU;18710329;-;-;-;956.9;-;0;0.6;-;-2.5;5.2
NEU;18710330;-;-;-;956.8;-;0.2;1;-;-2.2;4.1
NEU;18710331;-;-;-;957.5;-;0;3.4;-;-2.2;7.5
NEU;18710401;-;-;-;954.9;-;0;3.1;-;-0.2;7.3
NEU;18710402;-;-;-;957.6;-;1.9;4.1;-;1.3;6.2
NEU;18710403;-;-;-;955.8;-;0;6.1;-;2.6;8.3
NEU;18710404;-;-;-;957.7;-;0;8;-;2.3;13.8
NEU;18710405;-;-;-;959.7;-;0.5;6.7;-;2.7;10.5
NEU;18710406;-;-;-;959.6;-;0;7.9;-;-1.8;14.3
NEU;18710407;-;-;-;959.8;-;0;9.4;-;1.6;13.5
NEU;18710408;-;-;-;958.2;-;0;9.2;-;0.9;15.2
NEU;18710409;-;-;-;954.2;-;0;9.8;-;2.7;17.2
NEU;18710410;-;-;-;954.1;-;5.2;7.9;-;6.1;11.2
NEU;18710411;-;-;-;961.1;-;1.5;9.2;-;1.7;15.4
NEU;18710412;-;-;-;964.5;-;0;11.8;-;2;16.6
NEU;18710413;-;-;-;962.3;-;1.7;13.9;-;10.6;17.1
NEU;18710414;-;-;-;954.2;-;0;14.8;-;7.9;20.6
NEU;18710415;-;-;-;952.6;-;5.4;9.5;-;7.4;12.5
NEU;18710416;-;-;-;955;-;3.2;11;-;7.6;12.6
NEU;18710417;-;-;-;952.2;-;4.8;10.9;-;8.1;12.4
NEU;18710418;-;-;-;952.9;-;6.8;11.6;-;6.4;16.5
NEU;18710419;-;-;-;946.3;-;0;12.6;-;6.6;15.6
NEU;18710420;-;-;-;953;-;2.4;7.8;-;5.3;9.7
NEU;18710421;-;-;-;954.3;-;14.2;9.5;-;5.2;12.1
NEU;18710422;-;-;-;959.7;-;11.6;10.3;-;7.9;11.6
NEU;18710423;-;-;-;953.1;-;2;11.2;-;8.8;15.7
NEU;18710424;-;-;-;956.1;-;1.8;10.2;-;6.9;14.7
NEU;18710425;-;-;-;958.9;-;0;11;-;2.4;15.4
NEU;18710426;-;-;-;959.5;-;0;11.5;-;1.3;17.9
NEU;18710427;-;-;-;957.3;-;1.1;8.9;-;3.8;12.6
NEU;18710428;-;-;-;959.9;-;10.5;9.3;-;5.6;12.5
NEU;18710429;-;-;-;953.6;-;0;11.6;-;1.4;14.2
NEU;18710430;-;-;-;956.2;-;5;8.3;-;7.2;14.9
NEU;18710501;-;-;-;961.7;-;3.7;7.3;-;4.8;9.8
NEU;18710502;-;-;-;961.8;-;0;11.3;-;0.1;16.5
NEU;18710503;-;-;-;957.1;-;0;13.9;-;2.9;19.5
NEU;18710504;-;-;-;957.3;-;0;13.5;-;11.5;15.5
NEU;18710505;-;-;-;961.6;-;0;10.1;-;5.1;17.8
NEU;18710506;-;-;-;962.2;-;0;12.2;-;3.2;17.1
NEU;18710507;-;-;-;961.8;-;0;10.9;-;5.9;14.7
NEU;18710508;-;-;-;960.4;-;0;11.7;-;4.6;17.7
NEU;18710509;-;-;-;955.3;-;1.1;10.1;-;3.7;13.2
NEU;18710510;-;-;-;956.3;-;0;10.4;-;2.9;14.7
NEU;18710511;-;-;-;955.8;-;0;12.8;-;3.7;17.7
NEU;18710512;-;-;-;953.6;-;0;13.8;-;1.2;22.1
NEU;18710513;-;-;-;949.8;-;0;14.2;-;4.3;21.8
NEU;18710514;-;-;-;944.6;-;0;14.5;-;5;20.6
NEU;18710515;-;-;-;945.4;-;0;14.2;-;4.6;20.6
NEU;18710516;-;-;-;950.5;-;0;12.4;-;3.9;16.7
NEU;18710517;-;-;-;948.8;-;0;9.7;-;4.5;13.1
NEU;18710518;-;-;-;956.6;-;0;11.6;-;2.4;15.8
NEU;18710519;-;-;-;964.7;-;0;11;-;0.5;16.5
NEU;18710520;-;-;-;965.9;-;0;12.4;-;1.4;19.1
NEU;18710521;-;-;-;964.8;-;0;14.7;-;8.8;18.4
NEU;18710522;-;-;-;961.7;-;0;13.8;-;4.4;18.3
NEU;18710523;-;-;-;959.1;-;0;16.5;-;3.6;23.3
NEU;18710524;-;-;-;957.7;-;0;17.1;-;8.4;22.4
NEU;18710525;-;-;-;959.4;-;0;15.9;-;4.2;24.4
NEU;18710526;-;-;-;960.6;-;0;16.9;-;10;23.1
NEU;18710527;-;-;-;957.8;-;12.9;11.8;-;10.9;13.1
NEU;18710528;-;-;-;955.8;-;1.6;14.9;-;8.6;18.7
NEU;18710529;-;-;-;960.6;-;0;18.3;-;7.3;23.3
NEU;18710530;-;-;-;958.8;-;0;19;-;8.8;25.1
NEU;18710531;-;-;-;957;-;0;17.2;-;7.3;22.3
NEU;18710601;-;-;-;954.2;-;0;17.3;-;7.9;24.3
NEU;18710602;-;-;-;952.8;-;0;12.6;-;8.4;18.3
NEU;18710603;-;-;-;952.6;-;1.2;7.9;-;4;13
NEU;18710604;-;-;-;948.1;-;8.3;6.9;-;3.8;9.1
NEU;18710605;-;-;-;950.3;-;1.1;10.5;-;5;15.3
NEU;18710606;-;-;-;954.9;-;0;8.3;-;5.6;10.2
NEU;18710607;-;-;-;952.6;-;0.3;10.4;-;3.5;14.4
NEU;18710608;-;-;-;953;-;5;8.9;-;5;11.4
NEU;18710609;-;-;-;956.6;-;3.8;8.9;-;6;12.9
NEU;18710610;-;-;-;957.4;-;0;9.5;-;4.7;13.1
NEU;18710611;-;-;-;956.6;-;0;13.7;-;5.9;18.8
NEU;18710612;-;-;-;956.6;-;0;16.8;-;3.9;21.9
NEU;18710613;-;-;-;959.7;-;0;16.2;-;6.2;22.2
NEU;18710614;-;-;-;959.8;-;0;19.7;-;7.1;24.8
NEU;18710615;-;-;-;957.5;-;0;19.7;-;8.6;27.4
NEU;18710616;-;-;-;955.2;-;0.4;20.3;-;12.3;27.1
NEU;18710617;-;-;-;952;-;0;20.3;-;11.8;25
NEU;18710618;-;-;-;955.4;-;14.7;13.8;-;11.1;16.3
NEU;18710619;-;-;-;954.8;-;29.5;12.5;-;11.7;15.4
NEU;18710620;-;-;-;955.2;-;13.4;11.6;-;8.5;13.5
NEU;18710621;-;-;-;955.8;-;10.7;11.6;-;10;14.7
NEU;18710622;-;-;-;959.5;-;4.5;12.7;-;9.1;17.8
NEU;18710623;-;-;-;958.1;-;0;16.4;-;5.7;24.5
NEU;18710624;-;-;-;956.9;-;0.6;18.4;-;12;22.3
NEU;18710625;-;-;-;953.3;-;22.5;12.9;-;11.2;15.2
NEU;18710626;-;-;-;960.7;-;2.4;8.3;-;6.8;11.3
NEU;18710627;-;-;-;962;-;1.1;9.1;-;5.6;12.5
NEU;18710628;-;-;-;959;-;0.5;13.1;-;7.3;16.3
NEU;18710629;-;-;-;957.3;-;1.7;16.6;-;10.1;20.9
NEU;18710630;-;-;-;957;-;0;17.8;-;5.9;24.4
NEU;18710701;-;-;-;959.1;-;1;19.7;-;12.7;23.4
NEU;18710702;-;-;-;954.3;-;0.3;21.3;-;13.8;26.4
NEU;18710703;-;-;-;956.2;-;11;14.6;-;12.6;17.7
NEU;18710704;-;-;-;962.2;-;0.4;17;-;10.7;22.5
NEU;18710705;-;-;-;964.5;-;13.6;13.6;-;11.8;15.5
NEU;18710706;-;-;-;969.5;-;0.8;16.4;-;9;20.6
NEU;18710707;-;-;-;964.8;-;0;18.4;-;8.9;24.5
NEU;18710708;-;-;-;961.3;-;0.4;20.8;-;9.3;25.8
NEU;18710709;-;-;-;961;-;0;22.6;-;13.7;27.4
NEU;18710710;-;-;-;957.4;-;2.9;21.2;-;16.2;25.2
NEU;18710711;-;-;-;953.8;-;4.9;16.7;-;14.3;20.9
NEU;18710712;-;-;-;962;-;0.8;13.9;-;10;16.5
NEU;18710713;-;-;-;962.9;-;0;18;-;7.3;22.3
NEU;18710714;-;-;-;962.6;-;0;21.3;-;10.2;25.5
NEU;18710715;-;-;-;963.3;-;0;22;-;10.7;28
NEU;18710716;-;-;-;965;-;0;24.2;-;13.8;28.6
NEU;18710717;-;-;-;963.9;-;0;25.3;-;14.9;30
NEU;18710718;-;-;-;961.2;-;0;25.6;-;13.5;31.7
NEU;18710719;-;-;-;956.9;-;0;26.8;-;16.6;30.8
NEU;18710720;-;-;-;956.8;-;7.8;20.6;-;16.1;29
NEU;18710721;-;-;-;959.7;-;0;20.7;-;13.2;26.4
NEU;18710722;-;-;-;955.3;-;0;23.5;-;10.6;28.9
NEU;18710723;-;-;-;955.7;-;5.3;18.5;-;15.4;22.6
NEU;18710724;-;-;-;956;-;13.9;14.6;-;12;17.4
