stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Sonnenscheindauer (min);Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%)
ENG;19710711;-;0;41;907.8;0;19.3;450;13.4;26.5;75.2
ENG;19710712;-;0;50;907.6;4.9;17.7;384;13.1;26.1;81
ENG;19710713;-;0;100;907.5;0.8;15.8;186;12.8;21;85.7
ENG;19710714;-;0;75;906.5;0;16.5;582;12.5;21.5;79.3
ENG;19710715;-;0;63;905.4;0;17.3;600;11.8;23;73.2
ENG;19710716;-;0;16;901.8;0.1;16.8;666;10.4;23.5;73.3
ENG;19710717;-;0;84;898.6;27.6;16.4;300;12.9;21.3;87.3
ENG;19710718;-;0;100;897.6;20.9;13;6;11.3;16.3;98
ENG;19710719;-;0;96;901;0.8;11.5;18;9.4;13.7;94.6
ENG;19710720;-;0;88;903;4.7;11.3;54;9;16;88.7
ENG;19710721;-;0;34;903.1;0;11.2;450;4.3;18.4;77.1
ENG;19710722;-;0;29;901.2;0;13.2;246;7.6;19.1;74.6
ENG;19710723;-;0;41;897.2;0;16.1;552;10.4;24;65.6
ENG;19710724;-;0;50;899.6;2.3;14.7;294;10;20.9;83.6
ENG;19710725;-;0;21;903.2;3;16.9;558;9.9;24.4;77.4
ENG;19710726;-;0;54;908.3;16.8;17.4;462;11.4;25.5;80.3
ENG;19710727;-;0;4;905.8;0;19;576;12.2;27;71.4
ENG;19710728;-;0;96;906.8;18;15.1;96;13.1;19.2;96
ENG;19710729;-;0;34;906.5;0;14.6;606;9.1;21.3;85
ENG;19710730;-;0;4;904.2;0;16.2;660;9.2;24;77.7
ENG;19710731;-;0;29;903.6;0;19.6;558;13.3;26.6;74.6
ENG;19710801;-;0;88;901.2;7.2;18.7;456;15.2;24;89
ENG;19710802;-;0;21;901.3;0;18.6;654;12.4;24.8;77.6
ENG;19710803;-;0;66;899.4;16.2;21.3;402;15;28.1;46.6
ENG;19710804;-;0;96;901.6;0.1;13.3;0;11.6;14.6;91
ENG;19710805;-;0;54;898.8;0;13.8;414;8.9;21.2;81.8
ENG;19710806;-;0;16;898.8;0;17.5;642;10;24.7;64.6
ENG;19710807;-;0;59;906.1;27.5;15.9;324;11.5;23.2;88.4
ENG;19710808;-;0;96;910.9;11;13.9;36;12;16.6;91
ENG;19710809;-;0;4;907.2;0;13.3;654;7;21.8;82.2
ENG;19710810;-;0;29;898.6;16.2;16.6;600;9;24.3;75
ENG;19710811;-;0;88;898.4;27.4;15.5;318;11.8;21.3;88.6
ENG;19710812;-;0;66;902.3;1.4;13.2;330;10;18;87.2
ENG;19710813;-;0;25;901;0;15.7;624;8.5;22.3;81
ENG;19710814;-;0;13;899.8;0.4;18;528;10.5;25.8;65.8
ENG;19710815;-;0;63;903.6;0.8;18.2;234;13.8;23.3;88
ENG;19710816;-;0;75;905.3;0;17.6;336;14.7;22;84.4
ENG;19710817;-;0;9;903.7;0;15.8;660;9.8;23;85.6
ENG;19710818;-;0;13;903.2;0;20;660;10.3;29.8;59.8
ENG;19710819;-;0;34;901.8;0.2;22.2;444;14.5;31.9;61.2
ENG;19710820;-;0;79;902;47.9;13.5;132;11.8;16.6;94.6
ENG;19710821;-;0;84;901.1;0.5;13.6;180;10.7;18.7;88
ENG;19710822;-;0;100;901.4;5.3;12.1;6;9.9;15.1;96.6
ENG;19710823;-;0;96;902.2;5.4;12.6;42;9.7;15.8;92.2
ENG;19710824;-;0;91;902.8;9;10.5;0;9.1;12.7;96.4
ENG;19710825;-;0;38;901.6;4.8;10.9;450;5.2;17.7;94.8
ENG;19710826;-;0;71;898.4;17.4;15.8;402;11.2;23.8;85.4
ENG;19710827;-;0;91;901.6;7.2;13.3;132;10.7;18.2;88.4
ENG;19710828;-;0;21;908;0;12.8;636;7.5;18.9;87.6
ENG;19710829;-;0;41;903.3;0;13.8;630;7.5;21.3;83.8
ENG;19710830;-;0;75;900.5;21;13.3;234;10.6;19.5;92
ENG;19710831;-;0;100;902.5;5.7;10.6;0;9.8;11.5;92
ENG;19710901;-;0;54;906;0;10.5;258;5.8;16;83.2
ENG;19710902;-;0;41;908.3;0;11.5;324;6.4;17.6;84.8
ENG;19710903;-;0;0;909.8;0;12.3;612;6.5;18.8;87.6
ENG;19710904;-;0;13;908.6;0;14.1;510;7;21.4;83.4
ENG;19710905;-;0;54;907.8;0;14.6;252;10.1;19.3;87.4
ENG;19710906;-;0;100;908.4;0;13.3;102;11.5;16;88.8
ENG;19710907;-;0;54;908.4;0;11;564;5.4;17.2;89
ENG;19710908;-;0;75;905.2;0;11.5;450;7;16.5;84.6
ENG;19710909;-;0;100;897.7;0;9.3;72;6;14.1;89
ENG;19710910;-;0;50;895.5;19;11.5;408;5.3;16.8;86.9
ENG;19710911;-;0;100;901.9;14.5;10.7;12;8.7;13.5;94.8
ENG;19710912;-;0;91;902.6;0.7;9.2;96;7.2;14;84.1
ENG;19710913;-;0;75;903.2;0;9.5;270;5.9;14.3;84.4
ENG;19710914;-;0;71;904.1;0;10.8;384;7.5;15.3;84.2
ENG;19710915;-;0;100;905.8;0;7.3;0;5.4;8;84.2
ENG;19710916;-;0;88;907.7;0;5.4;222;3.1;9;86.6
ENG;19710917;-;0;21;908.3;0;4.1;504;-1;11.3;78.1
ENG;19710918;-;0;0;904.9;0;5.7;570;-0.8;14.4;74.6
ENG;19710919;-;0;13;905.6;0;9.6;528;3;17.4;76.2
ENG;19710920;-;0;21;908.2;0;10.4;564;5;18.3;81.5
ENG;19710921;-;0;34;909.3;0;10.7;546;4.9;18.6;84.7
ENG;19710922;-;0;13;909.6;0;11.9;516;5.4;19.7;74.8
ENG;19710923;-;0;66;906.7;6.4;13.7;348;7.3;20.6;79.4
ENG;19710924;-;0;91;906.2;4.3;12.5;48;10.3;15.2;91.3
ENG;19710925;-;0;16;905.3;0;11.4;462;7.2;16.9;86.8
ENG;19710926;-;0;63;904.2;0;11.9;288;7.8;17.4;87.2
ENG;19710927;-;0;38;901.7;22.7;11.1;336;6.4;17.4;86.8
ENG;19710928;-;0;96;901.2;20.8;8.6;6;6.9;10.4;94.3
ENG;19710929;-;0;100;905.9;24.1;3.9;0;1.1;6.4;96.6
ENG;19710930;-;0;84;911.3;0;7.8;348;3.4;13.5;89.2
ENG;19711001;-;0;34;911.1;0;7.6;444;2.5;15.2;91.2
ENG;19711002;-;0;0;909.7;0;10.7;516;4.6;20.3;75.3
ENG;19711003;-;0;0;907.8;0;11.1;516;6.1;20.4;77
ENG;19711004;-;0;84;904.9;0.1;9.7;108;5.2;15.1;89.3
ENG;19711005;-;0;100;909.9;0.1;7;0;5.6;8.9;96.2
ENG;19711006;-;0;34;912.8;0;5.8;474;2.4;11.4;82.6
ENG;19711007;-;0;4;914;0;7.5;504;2.4;15;81.3
ENG;19711008;-;0;0;910.2;0;7.3;498;2.2;15.7;79.7
ENG;19711009;-;0;16;906;0;7;492;1.8;14.3;77.5
ENG;19711010;-;0;50;906.8;0;10;204;5;16.6;87.8
ENG;19711011;-;0;21;906;0;8.8;354;4.5;15.6;87.7
ENG;19711012;-;0;38;903.8;1.5;10.5;372;6.8;16.2;85.1
ENG;19711013;-;0;63;900.5;2.6;10;246;7;15;84.9
ENG;19711014;-;0;100;895.3;28;8.5;0;6.7;12;95.9
ENG;19711015;-;1;100;905.8;0.8;0.7;0;-0.5;1.7;95
ENG;19711016;-;0;79;907.5;0;1.5;312;-2;6;86.5
ENG;19711017;-;0;54;905.4;0;5.4;378;-1;13.9;81.6
ENG;19711018;-;0;41;908.9;0;8.7;342;5.3;13.9;83
ENG;19711019;-;0;21;908.2;0;8;456;2.8;16.5;79.3
ENG;19711020;-;0;66;910.6;0.7;8.9;222;4.5;15;75.9
ENG;19711021;-;0;66;914;0;8;402;5.6;12.4;85.7
ENG;19711022;-;0;16;914.5;0;10;432;3.2;19.3;74.7
ENG;19711023;-;0;21;914.1;0;11.1;450;5.9;20.1;70.4
ENG;19711024;-;0;0;912.4;0;11.3;450;4.6;21.2;56.7
ENG;19711025;-;0;29;911.3;0;9.8;444;5.6;18.1;72.1
ENG;19711026;-;0;79;909.4;0;7;42;3.8;11.3;86.3
ENG;19711027;-;0;100;911.5;0.1;4.9;0;3.4;6.8;98.6
ENG;19711028;-;0;100;909.6;0;2.6;0;1.6;4.3;95.2
ENG;19711029;-;0;34;908.9;0;3.2;306;-0.5;10.3;88.1
ENG;19711030;-;0;41;908;0;4.1;378;0.4;9.7;84.7
ENG;19711031;-;0;71;908.1;0;5.7;414;2.6;9.8;76.3
ENG;19711101;-;0;84;912.4;0;4.1;294;2.2;7.6;83.6
ENG;19711102;-;0;21;913.5;0;3.2;408;-0.9;11.4;80.8
ENG;19711103;-;0;9;915.1;0;4;402;0.6;11.3;83.1
ENG;19711104;-;0;4;914;0;5.7;396;0.7;15.2;66.1
ENG;19711105;-;0;0;904;0;5.4;378;0.5;14;63.5
ENG;19711106;-;0;16;893.1;0;4.6;198;0.8;11.1;73.9
ENG;19711107;-;0;96;899.3;9.4;4.8;42;3;6.5;94.8
ENG;19711108;-;0;100;893.5;6.7;6.7;6;4.8;9.2;94.1
ENG;19711109;-;0;100;888.7;33.5;1.2;0;0.5;2.5;97.5
ENG;19711110;-;14;100;887.7;1.4;0;0;-0.6;1;98.5
ENG;19711111;-;10;100;890.9;0;0.2;0;-0.3;1;94.2
ENG;19711112;-;7;100;894.5;0.1;0;0;-1;1;92.5
ENG;19711113;-;5;100;896.3;0;-0.6;0;-1.5;0.3;83.4
ENG;19711114;-;4;75;901.6;0;0.4;258;-0.7;4;84.2
ENG;19711115;-;2;13;907.6;0;-1.6;282;-4.6;3.5;83.4
ENG;19711116;-;1;16;905.4;0;-1.4;246;-5.3;5;90.1
ENG;19711117;-;0;100;903;5.1;1.8;0;-2.5;4.2;96.1
ENG;19711118;-;0;91;895;5.4;4;12;1.9;9;85.7
ENG;19711119;-;0;100;885.2;20.7;-0.3;0;-4.6;6.3;86.9
ENG;19711120;-;30;63;903.5;3.2;-9.7;0;-13.5;-6.7;94
ENG;19711121;-;35;100;887.5;38.3;-3;0;-15.8;4;95.5
ENG;19711122;-;30;100;882.4;7.2;-1.9;0;-3.5;-0.2;94.6
ENG;19711123;-;36;88;885.3;4;-3.9;0;-5.1;-2.3;92.7
ENG;19711124;-;37;13;888.3;0;-10.1;204;-13.6;-5;86.5
ENG;19711125;-;31;34;899.1;0;-10.6;168;-14.1;-4.1;85.3
ENG;19711126;-;28;41;901.9;0;-3.9;108;-11.5;2;89.6
ENG;19711127;-;25;4;895;0;-2;138;-6.7;9.6;87.4
ENG;19711128;-;22;88;884;1.7;0.3;0;-1.9;3.5;89.4
