stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Maximaltemperatur (¡C);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Relative Luftfeuchtigkeit (%)
ANT;20121203;-;-;-;-;40;100;28.2;-6.9;-10.7;90.8
ANT;20121204;-;-;-;-;63;100;12.3;-1.8;-5.6;96.5
ANT;20121205;-;-;-;-;69;79;5.8;-4.6;-5.4;91.6
ANT;20121206;-;-;-;-;70;100;5.6;-6.8;-9.5;93.1
ANT;20121207;-;-;-;-;69;100;6.1;-7.9;-12;86.7
ANT;20121208;-;-;-;-;73;100;1;-6.6;-8;97.1
ANT;20121209;-;-;-;-;71;58;8.9;-10.6;-16.5;84.5
ANT;20121210;-;-;-;-;82;100;22.6;-4.5;-6.8;96.1
ANT;20121211;-;-;-;-;101;100;2.7;-8;-10;91.5
ANT;20121212;-;-;-;-;93;0;0;-14.1;-20;82.7
ANT;20121213;-;-;-;-;92;25;0;-7.8;-17.4;63.2
ANT;20121214;-;-;-;-;82;96;1.1;-1.4;-6.1;67.3
ANT;20121215;-;-;-;-;75;71;4.1;-0.2;-2.5;78.7
ANT;20121216;-;-;-;-;75;96;1.3;0;-2.4;87.3
ANT;20121217;-;-;-;-;70;88;9.4;-0.1;-2.1;95.3
ANT;20121218;-;-;-;-;80;100;15;-1.3;-2.4;93.9
ANT;20121219;-;-;-;-;95;33;0;-6.7;-11.4;86.5
ANT;20121220;-;-;-;-;91;88;2.3;-3.6;-16.5;73.2
ANT;20121221;-;-;-;-;85;100;3.5;-0.9;-3.4;92.6
ANT;20121222;-;-;-;-;86;67;38.6;-3.2;-7;89.4
ANT;20121223;-;-;-;-;100;83;0;2.7;-1.1;90.3
ANT;20121224;-;-;-;-;85;13;0;4.3;0.6;69.9
ANT;20121225;-;-;-;-;83;83;2.2;4.2;3;71.5
ANT;20121226;-;-;-;-;82;79;0.2;0;-1.9;91.5
ANT;20121227;-;-;-;-;78;100;16.8;0.4;-6;75.6
ANT;20121228;-;-;-;-;97;83;0.6;-1.5;-2.2;87.4
ANT;20121229;-;-;-;-;91;21;0;-0.2;-5.2;72.2
ANT;20121230;-;-;-;-;89;33;0;-4.6;-6.3;80.6
ANT;20121231;-;-;-;-;87;33;0;-2.8;-9.1;61.6
ANT;20130101;-;-;-;-;85;100;1.7;0.3;-1.5;56
ANT;20130102;-;-;-;-;86;67;0.4;-3.8;-6.1;89.1
ANT;20130103;-;-;-;-;84;63;1.6;-5.4;-14.5;72.7
ANT;20130104;-;-;-;-;80;100;1.7;1.2;-5;99.7
ANT;20130105;-;-;-;-;75;83;2.1;0.9;0.3;100
ANT;20130106;-;-;-;-;73;67;1;0.4;-0.2;99.2
ANT;20130107;-;-;-;-;70;0;0;-5;-6.9;87.6
ANT;20130108;-;-;-;-;70;0;0;-5.5;-8.6;76.9
ANT;20130109;-;-;-;-;70;33;0;-5.5;-9.4;77.8
ANT;20130110;-;-;-;-;70;92;11.7;-3.1;-7.5;89.8
ANT;20130111;-;-;-;-;95;100;13.6;-2.8;-4;97.4
ANT;20130112;-;-;-;-;105;38;0.2;-7.3;-10;86.8
ANT;20130113;-;-;-;-;101;8;0;-7.7;-10.2;83.5
ANT;20130114;-;-;-;-;98;88;2.8;-5.3;-9.2;86.7
ANT;20130115;-;-;-;-;95;67;5.3;-7.9;-15.4;80.5
ANT;20130116;-;-;-;-;96;100;3.3;-8.4;-10.2;94.2
ANT;20130117;-;-;-;-;97;100;2.4;-10.5;-12.5;93.2
ANT;20130118;-;-;-;-;100;21;0;-15.5;-18.5;83.3
ANT;20130119;-;-;-;-;97;58;0.1;-3.8;-15.5;62.8
ANT;20130120;-;-;-;-;95;83;3;0.8;-2;73.6
ANT;20130121;-;-;-;-;96;83;1.7;-3.2;-5.5;90.6
ANT;20130122;-;-;-;-;100;67;0.2;-4.9;-9.1;86
ANT;20130123;-;-;-;-;97;21;0;-7.9;-15.6;68.9
ANT;20130124;-;-;-;-;95;46;0.2;-9.1;-12.5;89.9
ANT;20130125;-;-;-;-;93;67;0.2;-8.4;-10.5;74.2
ANT;20130126;-;-;-;-;92;13;0;-13.6;-19.1;76
ANT;20130127;-;-;-;-;91;50;2.7;-6.1;-15;64.4
ANT;20130128;-;-;-;-;95;96;0.9;-2.5;-4.6;89.6
ANT;20130129;-;-;-;-;95;79;11.1;-1.7;-8.4;76.3
ANT;20130130;-;-;-;-;96;42;7.9;1.7;-1.2;86.2
ANT;20130131;-;-;-;-;92;13;2.3;-1.3;-5;69.5
ANT;20130201;-;-;-;-;98;100;23.9;0.7;-1.5;97.3
ANT;20130202;-;-;-;-;101;100;6.3;-2.9;-4.9;90
ANT;20130203;-;-;-;-;107;96;10.7;-6.1;-8.6;86.9
ANT;20130204;-;-;-;-;126;92;5.3;-2;-7.1;93.1
ANT;20130205;-;-;-;-;122;63;7.8;0;-5.1;71.4
ANT;20130206;-;-;-;-;125;75;0.8;-5.1;-9.6;73.5
ANT;20130207;-;-;-;-;123;96;10;-6.5;-8;92.4
ANT;20130208;-;-;-;-;130;96;1.2;-7.7;-9.6;92.3
ANT;20130209;-;-;-;-;127;92;3;-9.7;-15.6;87.8
ANT;20130210;-;-;-;-;131;13;0;-14.5;-21.4;76.8
ANT;20130211;-;-;-;-;124;92;5.2;-5.8;-11.2;70.8
ANT;20130212;-;-;-;-;127;100;4.1;-5.3;-7.5;93
ANT;20130213;-;-;-;-;131;67;0.6;-8.3;-11.5;83.6
ANT;20130214;-;-;-;-;127;0;1.1;-10.6;-18.2;73.6
ANT;20130215;-;-;-;-;125;100;2.7;-3.6;-7.5;98.4
ANT;20130216;-;-;-;-;131;79;0;-3.3;-5.5;70.2
ANT;20130217;-;-;-;-;126;79;0;-7;-12.5;76
ANT;20130218;-;-;-;-;123;0;0;-8;-12.5;72.2
ANT;20130219;-;-;-;-;121;13;1.7;-8.7;-17.2;73.9
ANT;20130220;-;-;-;-;126;100;1.7;-4;-6.5;95.2
ANT;20130221;-;-;-;-;129;100;2.8;-7.9;-13.4;87.5
ANT;20130222;-;-;-;-;131;79;0.6;-10.7;-14.4;89.3
ANT;20130223;-;-;-;-;130;42;3.6;-14.4;-21.4;84.1
ANT;20130224;-;-;-;-;134;100;6.4;-9.7;-12.5;89.5
ANT;20130225;-;-;-;-;135;42;0.2;-7.8;-15.2;81.4
ANT;20130226;-;-;-;-;131;13;0;-7;-12.6;69.1
ANT;20130227;-;-;-;-;128;8;0;-6.4;-13.5;78.2
ANT;20130228;-;-;-;-;125;79;0;1.6;-4.3;71.7
ANT;20130301;-;-;-;-;121;0;0;-2.4;-7.1;74.8
ANT;20130302;-;-;-;-;120;0;0;-4.7;-11.1;81.2
ANT;20130303;-;-;-;-;119;0;0;-3.5;-10.5;76
ANT;20130304;-;-;-;-;118;0;0;-0.3;-7.6;66.2
ANT;20130305;-;-;-;-;116;58;0;1.7;0;56.6
ANT;20130306;-;-;-;-;114;96;0.1;2.2;-0.4;75.8
ANT;20130307;-;-;-;-;111;75;0;4.5;2.6;79
ANT;20130308;-;-;-;-;105;83;2;4.6;2.9;85.8
ANT;20130309;-;-;-;-;101;83;0;3.3;1.3;85.2
ANT;20130310;-;-;-;-;97;29;0;0.8;-4.5;75.2
ANT;20130311;-;-;-;-;95;79;0;1.2;-2.4;89.6
ANT;20130312;-;-;-;-;83;58;0;1.4;-2.4;79.4
ANT;20130313;-;-;-;-;83;100;2.6;-4.4;-6;98
ANT;20130314;-;-;-;-;88;79;0.7;-8.1;-10;86.6
ANT;20130315;-;-;-;-;92;63;0;-8.9;-11.3;76
ANT;20130316;-;-;-;-;91;63;0.1;-6.2;-15;55
ANT;20130317;-;-;-;-;90;100;0.2;-2.4;-5.2;75
ANT;20130318;-;-;-;-;90;100;5.2;-1.2;-4.6;90
ANT;20130319;-;-;-;-;97;54;0.1;-1.2;-4.5;77
ANT;20130320;-;-;-;-;93;92;2.4;0.7;-3.5;79.6
ANT;20130321;-;-;-;-;99;63;0.2;-1.1;-4.5;79.4
ANT;20130322;-;-;-;-;94;50;0;2.3;-3.2;73.6
ANT;20130323;-;-;-;-;90;63;0;2.3;0.4;72
ANT;20130324;-;-;-;-;87;92;0;3.6;1.4;74.2
ANT;20130325;-;-;-;-;85;96;0.3;-1.9;-3.9;99.6
ANT;20130326;-;-;-;-;83;100;0.6;-4.2;-5.5;97
ANT;20130327;-;-;-;-;84;0;0;-3.4;-11.6;72.2
ANT;20130328;-;-;-;-;81;75;0.4;-0.2;-3.5;71
ANT;20130329;-;-;-;-;81;100;4.7;-0.4;-4.5;91.8
ANT;20130330;-;-;-;-;86;96;10.4;0.9;-1.2;86.6
ANT;20130331;-;-;-;-;91;100;1.1;-4;-5.9;98
ANT;20130401;-;-;-;-;91;13;0;-3.1;-11.3;64.9
ANT;20130402;-;-;-;-;83;75;0;-1.3;-5.5;80.9
ANT;20130403;-;-;-;-;81;75;0;-0.6;-6.4;81.2
ANT;20130404;-;-;-;-;78;83;0;3.1;-0.4;74.9
ANT;20130405;-;-;-;-;76;92;0.3;1.1;-0.5;90
ANT;20130406;-;-;-;-;76;96;0.1;0.1;-2.5;93.3
ANT;20130407;-;-;-;-;76;88;0;-1.2;-3;92.4
ANT;20130408;-;-;-;-;73;92;0.4;2.4;1.3;71.2
ANT;20130409;-;-;-;-;72;63;0.4;1.6;-2.1;65.4
ANT;20130410;-;-;-;-;70;63;3.5;3;-0.5;76.1
ANT;20130411;-;-;-;-;65;92;0.9;4.5;1.5;81.8
ANT;20130412;-;-;-;-;60;83;2.1;4;2.4;94.5
ANT;20130413;-;-;-;-;51;21;0;3.3;-2.5;60.3
ANT;20130414;-;-;-;-;45;17;0;6.8;-0.4;69.5
ANT;20130415;-;-;-;-;40;21;0;7.7;1.3;73.3
ANT;20130416;-;-;-;-;35;58;0;8.7;3.1;75.6
ANT;20130417;-;-;-;-;24;29;0;9.4;3.2;72.6
ANT;20130418;-;-;-;-;15;21;1.1;9.4;3;74.5
ANT;20130419;-;-;-;-;10;100;65.2;1.8;-0.5;99.3
ANT;20130420;-;-;-;-;70;100;29.1;-0.7;-4.4;94
ANT;20130421;-;-;-;-;80;83;0.5;5.1;0.6;92.8
ANT;20130422;-;-;-;-;52;100;0;3.3;0.4;91.3
ANT;20130423;-;-;-;-;41;13;0;4;-1.5;85.1
ANT;20130424;-;-;-;-;27;21;0;7.2;1.4;67.9
ANT;20130425;-;-;-;-;19;0;0;7.4;-0.3;66.7
ANT;20130426;-;-;-;-;10;96;7.9;9.1;4.2;78.1
ANT;20130427;-;-;-;-;5;100;34.5;5.4;4;98.4
ANT;20130428;-;-;-;-;5;100;12.6;5.6;-0.1;81.6
ANT;20130429;-;-;-;-;0;100;2;8.7;5;76.4
ANT;20130430;-;-;-;-;0;96;9.9;10.8;8.5;71.8
ANT;20130501;-;-;-;-;0;92;12.4;8.4;5.6;92.6
ANT;20130502;-;-;-;-;0;58;8.6;9.9;4.6;85.7
ANT;20130503;-;-;-;-;0;88;19.5;8;3;91.3
ANT;20130504;-;-;-;-;0;79;0;6.4;2.6;93
ANT;20130505;-;-;-;-;0;50;0.3;8.5;3.5;83.2
ANT;20130506;-;-;-;-;0;92;2.9;9;6;92.5
ANT;20130507;-;-;-;-;0;96;2.5;8.2;6.5;94.1
ANT;20130508;-;-;-;-;0;33;0;9.6;2.5;67.5
ANT;20130509;-;-;-;-;0;92;9.7;11.9;8.5;72.6
ANT;20130510;-;-;-;-;0;100;15.5;9;4.6;96.7
ANT;20130511;-;-;-;-;0;83;0.7;7.5;2.4;94.5
ANT;20130512;-;-;-;-;0;79;3.9;2.8;0.6;94.1
ANT;20130513;-;-;-;-;0;79;0.2;8.1;0.1;74.1
ANT;20130514;-;-;-;-;0;58;4.2;8;1.1;71.3
ANT;20130515;-;-;-;-;0;100;3.8;8;5.9;79.6
ANT;20130516;-;-;-;-;0;96;34.3;7.1;5.3;85
ANT;20130517;-;-;-;-;0;83;11.9;6.1;2.6;86.2
ANT;20130518;-;-;-;-;0;79;27.6;6.9;3;69.7
ANT;20130519;-;-;-;-;0;71;7.9;6.3;3.1;77
ANT;20130520;-;-;-;-;0;75;4.8;6.3;2.6;80.4
ANT;20130521;-;-;-;-;0;88;1;5.9;3;83.1
ANT;20130522;-;-;-;-;0;100;5.2;3.9;3.1;97.7
ANT;20130523;-;-;-;-;0;88;4;4.4;-0.3;96.8
ANT;20130524;-;-;-;-;2;92;3.1;-0.6;-2.5;92.3
ANT;20130525;-;-;-;-;0;96;8.3;0.8;-1.4;89.6
ANT;20130526;-;-;-;-;7;88;1.9;2.1;-1.5;86.2
ANT;20130527;-;-;-;-;0;54;0.3;6.3;0.6;75.8
ANT;20130528;-;-;-;-;0;100;25.6;8.3;6;75.6
ANT;20130529;-;-;-;-;15;100;9.8;1.6;-0.9;91.1
ANT;20130530;-;-;-;-;1;92;2.2;3.5;0.2;84.3
ANT;20130531;-;-;-;-;0;100;41.6;4;1.8;93
ANT;20130601;-;-;-;-;0;100;16.5;4.8;1.4;96.7
ANT;20130602;-;-;-;-;0;96;5;5.2;4.1;96.1
ANT;20130603;-;-;-;-;0;92;0;5.9;3.2;85.5
ANT;20130604;-;-;-;-;0;25;0;7;2.9;87.8
ANT;20130605;-;-;-;-;0;29;0;10.1;3.6;75.2
ANT;20130606;-;-;-;-;0;13;0;11;4.5;72.3
ANT;20130607;-;-;-;-;0;17;0;12.3;6.6;72.6
ANT;20130608;-;-;-;-;0;33;7.5;12.8;4.4;69
ANT;20130609;-;-;-;-;0;100;12.1;10.3;8.4;86.9
ANT;20130610;-;-;-;-;0;96;2.1;8.1;5.5;93.4
ANT;20130611;-;-;-;-;0;88;0.3;9;6.6;90.2
ANT;20130612;-;-;-;-;0;38;0;10.8;4.1;72.1
ANT;20130613;-;-;-;-;0;21;5;14.1;5.6;68.6
ANT;20130614;-;-;-;-;0;83;1.6;11;8.5;96.5
ANT;20130615;-;-;-;-;0;54;0;15.1;8.4;79.4
ANT;20130616;-;-;-;-;0;38;0;15.9;7.4;68.1
ANT;20130617;-;-;-;-;0;13;0;18.7;13.3;65.3
ANT;20130618;-;-;-;-;0;21;0;19.5;11.5;62.8
ANT;20130619;-;-;-;-;0;75;0.1;19.6;15.6;59.7
ANT;20130620;-;-;-;-;0;88;29.6;17.7;13.2;71.9
ANT;20130621;-;-;-;-;0;92;3.4;11.6;9.6;76
ANT;20130622;-;-;-;-;0;75;5;12.7;9.3;84.5
ANT;20130623;-;-;-;-;0;75;2;8.8;5.5;90.7
ANT;20130624;-;-;-;-;0;100;0.8;6;5;92.6
ANT;20130625;-;-;-;-;0;79;0.6;5.7;3.6;86.6
ANT;20130626;-;-;-;-;0;79;0.1;6.7;3.5;76.7
ANT;20130627;-;-;-;-;0;96;1.8;4.4;2;94.6
ANT;20130628;-;-;-;-;0;92;0.2;6.7;3.5;82.8
ANT;20130629;-;-;-;-;0;100;3.3;7.4;2.9;89
ANT;20130630;-;-;-;-;0;67;0;10.2;6;78.2
ANT;20130701;-;-;-;-;0;13;0;11.9;4;75.4
ANT;20130702;-;-;-;-;0;63;4.8;14.8;9.2;72.5
ANT;20130703;-;-;-;-;0;88;9.2;13.5;10.6;85
ANT;20130704;-;-;-;-;0;75;0;11.6;8.4;90.2
ANT;20130705;-;-;-;-;0;33;0;13;8.5;80.1
ANT;20130706;-;-;-;-;0;13;0;14;8.3;78.3
ANT;20130707;-;-;-;-;0;42;0;14.1;8.4;82.1
ANT;20130708;-;-;-;-;0;79;8.5;15.7;11.5;86.3
ANT;20130709;-;-;-;-;0;71;5.2;14.2;9.4;91.7
ANT;20130710;-;-;-;-;0;83;0;14.4;9.3;82.5
ANT;20130711;-;-;-;-;0;17;0;14.2;9.2;80.4
ANT;20130712;-;-;-;-;0;33;0;13;8;77.5
ANT;20130713;-;-;-;-;0;25;0;13.5;7.7;76.3
ANT;20130714;-;-;-;-;0;13;0;13.6;6.6;72.8
ANT;20130715;-;-;-;-;0;38;0;13.7;7.7;76.1
ANT;20130716;-;-;-;-;0;17;3.9;14.9;8.7;74
ANT;20130717;-;-;-;-;0;88;6.6;15.6;13.1;85.2
ANT;20130718;-;-;-;-;0;79;0.9;16.4;10.4;68.2
ANT;20130719;-;-;-;-;0;67;1.8;15.1;9.2;73.1
ANT;20130720;-;-;-;-;0;67;0.3;14.6;8.8;85.2
ANT;20130721;-;-;-;-;0;46;0;16.7;11;78.4
ANT;20130722;-;-;-;-;0;33;0;16.8;9.8;75.2
ANT;20130723;-;-;-;-;0;54;3.4;15.4;10.4;87.8
ANT;20130724;-;-;-;-;0;79;0;15.1;9.2;77.3
ANT;20130725;-;-;-;-;0;46;0.4;16.5;9.1;72.8
ANT;20130726;-;-;-;-;0;33;0;19.2;10.6;68
ANT;20130727;-;-;-;-;0;25;0;19.6;8.9;67.9
ANT;20130728;-;-;-;-;0;88;6.1;22.1;19.2;57.8
ANT;20130729;-;-;-;-;0;96;65.2;10.8;9.2;89.4
ANT;20130730;-;-;-;-;0;58;0;12.3;8;82.7
ANT;20130731;-;-;-;-;0;8;0;14;7.6;76
ANT;20130801;-;-;-;-;0;4;0;17.4;9;65.8
ANT;20130802;-;-;-;-;0;0;0;19.2;10.1;55.8
ANT;20130803;-;-;-;-;0;46;6.2;18.2;11.1;78.4
ANT;20130804;-;-;-;-;0;13;0;15.5;9.6;82.8
ANT;20130805;-;-;-;-;0;33;39.8;20;10.5;67
ANT;20130806;-;-;-;-;0;88;7.7;15.5;3.2;80
ANT;20130807;-;-;-;-;0;100;35.5;17.9;13.5;66.6
ANT;20130808;-;-;-;-;0;100;63;11.8;10.1;97.2
ANT;20130809;-;-;-;-;0;100;1.3;11.2;10;95.2
ANT;20130810;-;-;-;-;0;42;0;10.7;5;76.8
ANT;20130811;-;-;-;-;0;21;0;11.9;6.5;84.4
ANT;20130812;-;-;-;-;0;33;1.1;14.5;8;81.8
ANT;20130813;-;-;-;-;0;96;0;12.5;11.5;93.4
ANT;20130814;-;-;-;-;0;63;0;11.6;9;76.4
ANT;20130815;-;-;-;-;0;25;0;11.6;6;80.2
ANT;20130816;-;-;-;-;0;33;0;13.8;8.2;79
ANT;20130817;-;-;-;-;0;58;0;16.2;11.6;75.8
ANT;20130818;-;-;-;-;0;58;25.3;14.6;9.2;87
ANT;20130819;-;-;-;-;0;100;29.2;11.7;10.6;92.2
ANT;20130820;-;-;-;-;0;54;0;10.7;7.9;82
ANT;20130821;-;-;-;-;0;8;0;10.2;3.1;82
ANT;20130822;-;-;-;-;0;33;0;11.5;5.4;71.6
ANT;20130823;-;-;-;-;0;83;0.9;14.3;9.1;81.4
ANT;20130824;-;-;-;-;0;100;17;12.3;7.6;88.4
ANT;20130825;-;-;-;-;0;79;0.2;9;7.3;92.2
ANT;20130826;-;-;-;-;0;96;2.6;9.9;7.1;87.8
ANT;20130827;-;-;-;-;0;96;3.8;9.8;8.9;96.6
ANT;20130828;-;-;-;-;0;92;0.4;9.2;6.4;96.4
ANT;20130829;-;-;-;-;0;58;0;10.1;5;88.2
ANT;20130830;-;-;-;-;0;42;0;10.9;6;81.2
ANT;20130831;-;-;-;-;0;42;0.3;11.3;6;83.6
ANT;20130901;-;-;-;-;0;88;0.8;11.7;10.2;93.2
ANT;20130902;-;-;-;-;0;33;0;10.8;7.7;67
ANT;20130903;-;-;-;-;0;0;0;11.6;3.5;75.6
ANT;20130904;-;-;-;-;0;8;0;13.4;5.8;73.9
ANT;20130905;-;-;-;-;0;21;0;14.6;5.5;79.1
ANT;20130906;-;-;-;-;0;13;0;15.3;9.8;70
ANT;20130907;-;-;-;-;0;88;10;15.8;9.2;71.9
ANT;20130908;-;-;-;-;0;100;48.2;11.1;9.6;99.5
ANT;20130909;-;-;-;-;0;54;0;7.9;5.1;88.3
ANT;20130910;-;-;-;-;0;83;4.9;7.1;4;94.7
ANT;20130911;-;-;-;-;0;92;0.8;5.8;3.5;89.1
ANT;20130912;-;-;-;-;0;88;4.4;4.9;3.7;97.1
ANT;20130913;-;-;-;-;0;67;0;7.4;4.9;82.6
ANT;20130914;-;-;-;-;0;83;0.2;10.5;8.5;80.1
ANT;20130915;-;-;-;-;0;100;2.5;10.7;10;87.5
ANT;20130916;-;-;-;-;0;100;19.2;8.4;7.4;96.9
ANT;20130917;-;-;-;-;0;100;10;3.8;0.5;82.4
ANT;20130918;-;-;-;-;0;100;3.6;10.1;4;83.2
ANT;20130919;-;-;-;-;0;79;0.4;6.5;4.5;90.6
ANT;20130920;-;-;-;-;0;38;0;6.7;0.3;87
ANT;20130921;-;-;-;-;0;58;0;8.5;4.3;79.3
ANT;20130922;-;-;-;-;0;46;0;7.3;0.7;73.3
ANT;20130923;-;-;-;-;0;0;0;7.9;0.4;76.7
ANT;20130924;-;-;-;-;0;21;0;8.5;0.5;75
ANT;20130925;-;-;-;-;0;21;2;9.4;2.5;84.8
ANT;20130926;-;-;-;-;0;96;2.1;10.6;7.7;98.6
ANT;20130927;-;-;-;-;0;75;2.5;11.4;8.4;94.4
ANT;20130928;-;-;-;-;0;83;0.8;13;6;73.4
ANT;20130929;-;-;-;-;0;96;4.8;12.3;10.2;76.2
ANT;20130930;-;-;-;-;0;100;0.6;8.6;7.8;99.1
ANT;20131001;-;-;-;-;0;100;2.9;9.4;8;95.2
ANT;20131002;-;-;-;-;0;63;0;9.9;7.5;86.8
ANT;20131003;-;-;-;-;0;92;0;11.1;7;73.2
ANT;20131004;-;-;-;-;0;83;0;11.8;8.5;80.8
ANT;20131005;-;-;-;-;0;88;0.4;11;9;80.5
ANT;20131006;-;-;-;-;0;96;0.2;9.1;7.5;91.1
ANT;20131007;-;-;-;-;0;71;0;7.8;6;97
ANT;20131008;-;-;-;-;0;71;0;7.5;6;97.6
ANT;20131009;-;-;-;-;0;83;0;7.7;6.7;90.8
ANT;20131010;-;-;-;-;0;88;15.6;3.9;-2;94.5
ANT;20131011;-;-;-;-;6;92;28.3;1;-2;89.9
ANT;20131012;-;-;-;-;28;92;6.9;0.1;-2;79
ANT;20131013;-;-;-;-;18;46;0;3.7;0;77.9
ANT;20131014;-;-;-;-;8;71;0;5.6;2.5;77.3
ANT;20131015;-;-;-;-;3;71;20.6;6.4;2.5;72.1
ANT;20131016;-;-;-;-;0;75;1.9;4.9;2.5;94.6
ANT;20131017;-;-;-;-;0;29;0;5.7;4.2;88.8
ANT;20131018;-;-;-;-;0;54;0;5.7;-1.1;63.5
ANT;20131019;-;-;-;-;0;71;0;7.8;0.5;52.7
ANT;20131020;-;-;-;-;0;75;0.1;9.6;6.9;73
ANT;20131021;-;-;-;-;0;50;0;7.6;2;78.1
ANT;20131022;-;-;-;-;0;79;9.1;12.6;11;69.1
ANT;20131023;-;-;-;-;0;100;21.3;9.7;7.6;91.7
ANT;20131024;-;-;-;-;0;46;0;8.4;3;78.5
ANT;20131025;-;-;-;-;0;50;0;10.5;7.5;67.5
ANT;20131026;-;-;-;-;0;71;0;11.1;6.7;67.1
ANT;20131027;-;-;-;-;0;75;0;11.9;10.2;79.9
ANT;20131028;-;-;-;-;0;38;0.9;11.3;9.9;61.3
ANT;20131029;-;-;-;-;0;100;5.1;4.1;3.5;97.6
ANT;20131030;-;-;-;-;0;71;0.2;3.3;2;91.6
ANT;20131031;-;-;-;-;0;50;0;5.9;1.2;81.3
ANT;20131101;-;-;-;-;0;67;0.3;5;-0.8;79
ANT;20131102;-;-;-;-;0;54;5.2;8.6;7.1;69.7
ANT;20131103;-;-;-;-;0;88;7.7;2.9;1.2;92.5
ANT;20131104;-;-;-;-;0;96;3.5;4.6;1.2;58.7
ANT;20131105;-;-;-;-;0;92;21.4;1.5;-0.5;90.7
ANT;20131106;-;-;-;-;0;88;15.2;3.9;-1.5;93.3
ANT;20131107;-;-;-;-;0;21;0;3.2;-0.3;87.7
ANT;20131108;-;-;-;-;0;42;15.4;6;0.2;74
ANT;20131109;-;-;-;-;0;92;1.1;3;1.6;98.6
ANT;20131110;-;-;-;-;0;100;37.5;0.5;-1.9;83.3
ANT;20131111;-;-;-;-;35;58;2;-3.6;-4.9;96.1
ANT;20131112;-;-;-;-;35;17;0;-3.6;-8.9;85.1
ANT;20131113;-;-;-;-;25;33;0;-3.2;-7;97.8
ANT;20131114;-;-;-;-;25;100;11.6;-2.2;-5;100
ANT;20131115;-;-;-;-;39;83;7.6;-1.1;-3.8;93.3
ANT;20131116;-;-;-;-;39;0;0;-1.3;-3.4;91.8
ANT;20131117;-;-;-;-;33;46;0;0.2;-3.3;70.3
ANT;20131118;-;-;-;-;19;75;0;3.1;1.5;71.8
ANT;20131119;24;844;0;5.6;8;100;5.3;2.5;-1.3;83.9
ANT;20131120;38;842.1;0;-1.4;10;100;6.3;-2.5;-3.6;92.7
ANT;20131121;29;835.4;0;-1;28;100;7.1;-3.2;-5.8;82.5
ANT;20131122;62;840.1;46;-1.4;50;25;0;-7.9;-15.3;79.3
ANT;20131123;30;845.7;0;-2.5;33;100;4.9;-6.9;-16.7;84
ANT;20131124;34;851.2;0;-1.5;39;100;0.7;-2.3;-3.6;94.2
ANT;20131125;75;858;149;-2.2;40;75;0;-5.6;-8.4;82.8
ANT;20131126;83;860.9;141;-6.1;34;75;0;-8.1;-9.9;77.6
ANT;20131127;75;861.9;319;-8.3;32;0;0;-13.6;-19.5;59.5
ANT;20131128;63;863.1;113;-2.9;29;50;0;-10.9;-18.9;72
ANT;20131129;70;860.1;266;-4.1;28;8;2.7;-9.7;-16.7;80.1
ANT;20131130;46;854.5;90;-3.3;29;67;0.4;-6.8;-15.9;82.8
ANT;20131201;70;859.9;293;-7.4;33;0;0;-15.9;-22.9;61.1
ANT;20131202;66;862.6;290;-1.1;28;0;0;-11.3;-18.9;68.4
ANT;20131203;64;865.8;283;-3;27;21;0;-12.5;-17.8;71.5
ANT;20131204;62;864.5;277;-4.3;27;4;0;-11.7;-18.5;69.5
ANT;20131205;63;861.3;273;-1.3;27;0;0;-8.6;-14.7;81.6
ANT;20131206;40;858.6;3;0;27;83;1.7;-2.8;-6;83
ANT;20131207;64;863.1;250;-4.5;32;4;0;-8.2;-14.3;79.3
ANT;20131208;55;864.5;248;-4;32;0;0;-11.7;-17.1;67.9
ANT;20131209;41;867.8;140;-3.3;32;21;0;-9.8;-14.6;67.9
ANT;20131210;53;869.9;241;9.3;31;0;0;-5.6;-13.3;66
ANT;20131211;53;870.1;239;-2.6;31;0;0;-9.3;-14.8;75.6
ANT;20131212;52;866.4;238;0.1;30;0;0;-10.8;-17.3;66
ANT;20131213;51;862.2;237;3;29;0;0;-9.4;-16.1;64.1
ANT;20131214;54;865.2;168;-0.1;29;54;0.3;-7.7;-15.5;76.1
ANT;20131215;48;869.4;115;0;29;38;0;-7;-13.7;74.7
ANT;20131216;50;870.3;228;6;29;17;0;-7.8;-14.4;65.3
ANT;20131217;51;866.9;227;8.3;28;0;0;4.9;1.8;27.6
ANT;20131218;55;860.8;198;6.6;27;33;0;2.2;-4.1;38
ANT;20131219;23;854.9;0;2.9;27;67;0;1.7;0.2;60.2
ANT;20131220;25;861.8;0;2.9;26;92;0;-0.1;-6.5;77.2
ANT;20131221;38;868.1;127;5.1;27;4;0;0.4;-8.1;68
ANT;20131222;49;864.1;34;4.8;26;58;0;3.6;1.6;66.2
ANT;20131223;38;860;114;4.3;26;33;0;2.9;-0.5;63.2
ANT;20131224;22;851.3;0;3.7;25;100;5.8;2.7;1.9;68.1
ANT;20131225;7;838.7;0;3.1;25;100;51.4;1.4;0.1;86.8
ANT;20131226;15;836.7;0;1;49;100;10.6;-1.5;-2.9;88.9
ANT;20131227;53;849;227;3.9;73;4;0;-2.6;-11.3;64.4
