stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur;Maximaltemperatur
SMA;19350620;-;0;93;955.2;0;18.2;67;288;13.9;23.4
SMA;19350621;-;0;97;954.4;1.5;18;82.7;228;15.1;23.3
SMA;19350622;-;0;37;952.7;0;19.2;61;750;14.4;26.4
SMA;19350623;-;0;13;951.5;0;20.3;59.3;864;11.5;27.9
SMA;19350624;-;0;43;950.3;0;21.6;61.7;804;15;28.7
SMA;19350625;-;0;23;949.6;0;22.8;57;828;15.2;32.7
SMA;19350626;-;0;63;954.3;1.1;24.9;58.3;564;16.9;32.9
SMA;19350627;-;0;70;958.4;0;25.6;61;594;19;34
SMA;19350628;-;0;53;961.2;0;24.7;61.7;546;20.4;33
SMA;19350629;-;0;17;958;0;22.4;58;864;18.5;28.9
SMA;19350630;-;0;13;951.2;0;22.5;56;864;15;29.6
SMA;19350701;-;0;43;951.5;4.1;21.4;66;588;15.3;32.8
SMA;19350702;-;0;67;956.3;0;19.7;71.3;366;16.2;25.5
SMA;19350703;-;0;80;957.8;36.5;18.7;73.7;222;15.9;26.6
SMA;19350704;-;0;77;959.2;0.3;17.2;71.3;360;14.4;24
SMA;19350705;-;0;27;957.1;0;19.9;63.7;582;15.3;26.9
SMA;19350706;-;0;60;952.5;0;19.5;58.7;630;16.2;25.5
SMA;19350707;-;0;30;953.7;0;16.6;63.7;546;13.7;23.7
SMA;19350708;-;0;7;953.6;0;17.9;58.3;864;9.8;25.5
SMA;19350709;-;0;27;952.5;0;19.7;59.3;792;11.4;29
SMA;19350710;-;0;60;952.5;0;19.4;71.7;354;16.6;27.3
SMA;19350711;-;0;10;952.7;0;21.9;58.3;816;13.8;31.4
SMA;19350712;-;0;17;953.3;0;22.7;54;822;15.3;31.9
SMA;19350713;-;0;37;952.1;0;22;54.7;684;14.9;31.1
SMA;19350714;-;0;33;950.7;0;21.6;54.3;804;15.5;29.2
SMA;19350715;-;0;33;953.1;0;21.4;53;792;14.6;30
SMA;19350716;-;0;13;955.1;0;21.6;55;762;14.2;30.9
SMA;19350717;-;0;27;952.3;0;23.6;57.7;762;18.3;31.3
SMA;19350718;-;0;93;947.7;2.3;20.9;67.3;126;19.2;25.8
SMA;19350719;-;0;63;947.2;0;19.9;62.3;600;14.8;27.4
SMA;19350720;-;0;67;945.1;32.5;20.2;65.7;246;13.6;27.8
SMA;19350721;-;0;87;954.7;0;17.3;51.7;504;14.5;22.5
SMA;19350722;-;0;47;957.8;0;16.7;53.7;516;13.6;23.5
SMA;19350723;-;0;3;956.7;0;17.9;58;828;10.3;25.7
SMA;19350724;-;0;0;954.2;0;19.7;56;816;12.1;28.9
SMA;19350725;-;0;7;951.8;0;21.2;56;822;13.6;30.3
SMA;19350726;-;0;87;951;0.1;20.3;68;270;16.2;26.8
SMA;19350727;-;0;67;953.1;0;21.1;66.3;672;15;29
SMA;19350728;-;0;33;953.4;0;22.1;51.7;780;15.5;30.3
SMA;19350729;-;0;83;950.2;0;20.5;62;240;19;26.4
SMA;19350730;-;0;77;951;0;14.7;56.3;228;12.6;21.8
SMA;19350731;-;0;7;951.7;0;15.4;54.3;804;9.2;23.3
SMA;19350801;-;0;7;949.5;0;17.7;60.3;750;9;27
SMA;19350802;-;0;63;949.3;0.8;15.9;76.7;108;12.6;21.9
SMA;19350803;-;0;100;950.2;2.7;16.1;84.3;0;13.9;19.7
SMA;19350804;-;0;97;954.7;6.2;15.9;83;0;13.4;19
SMA;19350805;-;0;57;956.5;0.7;17.6;75.7;390;13.5;24.9
SMA;19350806;-;0;7;958.5;0;18.3;66.3;780;12.4;27
SMA;19350807;-;0;7;956.4;0;19.6;64;804;12.6;28.9
SMA;19350808;-;0;3;951.3;0.5;21.9;66;762;13.5;32.1
SMA;19350809;-;0;80;952.2;9.4;19.7;74;300;16.5;28.1
SMA;19350810;-;0;57;955;1.2;18.7;80.3;180;15.2;23.9
SMA;19350811;-;0;7;951;0;19.1;70.7;780;12.9;29
SMA;19350812;-;0;63;943.7;1;22.5;61;660;14.8;30.9
SMA;19350813;-;0;83;939.3;17;16.5;89.3;0;14;21.4
SMA;19350814;-;0;100;946.5;6.4;12;90.7;0;10.4;15.4
SMA;19350815;-;0;80;955.3;0;12.9;73.7;114;9.4;16.4
SMA;19350816;-;0;13;954.1;0;14.5;66.3;738;7.7;23.5
SMA;19350817;-;0;27;951.8;0;16.5;63;690;9.2;26
SMA;19350818;-;0;57;951.1;6;17.2;73.3;576;12.3;26.9
SMA;19350819;-;0;77;953;2.2;17;78.7;360;12.4;25.2
SMA;19350820;-;0;40;955;0;17.5;70;648;12.4;25.5
SMA;19350821;-;0;3;951.9;0;17.6;61;780;11;26.1
SMA;19350822;-;0;7;952.1;0;17.7;61;726;10.7;27.7
SMA;19350823;-;0;27;949.9;2.1;20.3;66.3;750;12.1;29.9
SMA;19350824;-;0;90;947.4;5.3;18.1;75.7;114;15.1;24
SMA;19350825;-;0;100;946;7.1;16.8;94.7;0;14.2;18.3
SMA;19350826;-;0;100;944.2;9.4;15;81.7;0;12.9;19.4
SMA;19350827;-;0;83;941.4;1;14.5;73.7;78;11.9;20.4
SMA;19350828;-;0;97;939;9.8;12.1;85;0;10.4;15.5
SMA;19350829;-;0;77;945.9;6.1;13.1;70;432;10.4;19.4
SMA;19350830;-;0;27;954.4;0;13.1;70.7;528;8.2;20.3
SMA;19350831;-;0;0;955.3;0;16.2;72;756;8.7;26.1
SMA;19350901;-;0;43;952.4;0;18.8;75.3;642;11.1;28.4
SMA;19350902;-;0;60;951.3;8.5;19.4;75.3;594;12.9;27.7
SMA;19350903;-;0;100;949.5;15.3;17.4;89.7;126;16.2;20.9
SMA;19350904;-;0;93;949.1;21.5;15.9;77.3;60;13.4;20.9
SMA;19350905;-;0;100;952;13.4;14.4;86.3;0;13;16.9
SMA;19350906;-;0;67;950.7;0.9;15.1;70.7;126;12.5;20.5
SMA;19350907;-;0;40;953.4;0;13.2;71.7;492;10;20.5
SMA;19350908;-;0;10;953.9;0;12.4;66.7;678;7.5;19.6
SMA;19350909;-;0;43;951.2;0;12.9;70.3;666;5.9;21.4
SMA;19350910;-;0;33;953.7;0;12.4;60.3;660;9.1;18.8
SMA;19350911;-;0;3;951.9;0;13;75.3;684;4.8;21.9
SMA;19350912;-;0;10;948.8;0;16.2;76;690;10.4;25.2
SMA;19350913;-;0;33;954.6;0;17.6;70.7;594;12;25.7
SMA;19350914;-;0;67;955.7;0;19.1;72;462;13.9;26.4
SMA;19350915;-;0;93;947.2;10.7;17.9;76.3;306;15.2;25.6
SMA;19350916;-;0;77;946.9;0;13.3;68.3;510;10.9;20.4
SMA;19350917;-;0;97;945.2;4.7;13.3;70.7;108;9.9;18.5
SMA;19350918;-;0;27;951.2;0;12.9;70.7;588;9.3;19.5
SMA;19350919;-;0;73;955.5;0.2;13.8;71.3;198;8.5;16
SMA;19350920;-;0;3;958.5;0;17.8;79.7;672;12.6;25.9
SMA;19350921;-;0;40;956.6;0;17.4;84.3;492;11.9;26
SMA;19350922;-;0;40;951.3;0;19.3;74.7;534;13.2;28.2
SMA;19350923;-;0;100;952.4;0;14.2;82.7;0;13.4;18.5
SMA;19350924;-;0;67;951.3;0.1;13.1;77;126;11.4;18.5
SMA;19350925;-;0;60;947;6.2;13.3;67.7;264;9.6;18.9
SMA;19350926;-;0;13;953.2;0;9.2;69.7;630;6.9;16.5
SMA;19350927;-;0;50;953.3;0;10.5;72.3;366;4.1;18.4
SMA;19350928;-;0;0;952.4;0;12.6;76;624;5;21.9
SMA;19350929;-;0;13;953.7;0.1;15.8;75;564;8.9;25.5
SMA;19350930;-;0;87;950.6;19.3;16.9;73;282;14.2;23.6
SMA;19351001;-;0;100;942.8;29.5;10.9;92.3;0;9.8;14.6
SMA;19351002;-;0;63;938;6.7;7.3;89.3;72;6.2;11.6
SMA;19351003;-;0;67;932.4;0;11.5;71;318;3.9;19.3
SMA;19351004;-;0;63;930.7;5.6;14.2;81.3;360;8.5;22.1
SMA;19351005;-;0;83;940.3;0;12.2;77;258;9.6;18.4
SMA;19351006;-;0;100;945;6.2;11.2;84.7;66;8.5;15.4
SMA;19351007;-;0;63;951.1;0;11.2;80;516;7.1;18
SMA;19351008;-;0;100;950.9;15.5;12.2;82.7;0;8.6;18
SMA;19351009;-;0;100;952.8;1;11.6;91;0;10.5;13.9
SMA;19351010;-;0;87;950.1;1.5;16.4;58.3;264;10.2;20.9
SMA;19351011;-;0;90;952.4;5;13.6;82.7;174;11.3;20.4
SMA;19351012;-;0;100;956.4;3.6;9.4;90;0;8.6;12.3
SMA;19351013;-;0;100;957.9;0;9.6;85.7;0;8;10.9
SMA;19351014;-;0;100;956.8;0.5;10.3;88.3;0;9.2;10.8
SMA;19351015;-;0;100;960;0;10.4;83;12;9;13.3
SMA;19351016;-;0;90;960.4;0;11.7;75.7;42;9.1;15.6
SMA;19351017;-;0;100;960.5;0;11.6;86.7;18;9.9;15.4
SMA;19351018;-;0;63;959.2;0;10.1;75;60;8.1;15.4
SMA;19351019;-;0;63;946.5;0.4;11.4;72;318;5;16.6
SMA;19351020;-;0;100;940.2;24.8;5.3;92;0;4.3;12.1
SMA;19351021;-;0;100;938.2;9.4;3.8;92.7;0;1.9;4.9
SMA;19351022;-;0;100;939.8;5.8;3.9;89.3;0;3.2;4.8
SMA;19351023;-;0;90;940.4;2.6;2.2;93.3;0;1.3;9.2
SMA;19351024;-;0;100;940;2.7;3.3;85.7;0;1.8;4.9
SMA;19351025;-;0;100;943;2.1;3.4;83;0;2.4;5.4
SMA;19351026;-;0;100;953.5;0.5;4.1;77.3;0;2.4;6.2
SMA;19351027;-;0;100;955.5;20.4;6.2;75.7;0;0.4;8.8
SMA;19351028;-;0;97;947.6;20.1;10.2;81.3;0;8.3;10.9
SMA;19351029;-;0;97;948.7;22;11.4;87;0;8.8;12.4
SMA;19351030;-;0;60;949.1;4.5;9.1;80;300;7.4;13
SMA;19351031;-;0;40;948.5;0;7.9;80.7;228;4.2;14.9
SMA;19351101;-;0;37;953.3;0;7.7;83;450;1.7;15.9
SMA;19351102;-;0;33;955.8;0;6.5;88;420;2.2;13.7
SMA;19351103;-;0;100;952.1;0;4.9;92.3;84;3.3;8.5
SMA;19351104;-;0;90;943.5;0.4;7.3;82;90;3.5;10.9
SMA;19351105;-;0;90;941.8;1.9;8.1;75.3;102;5.4;13.4
SMA;19351106;-;0;93;947.8;0;7.9;69.3;6;5.7;11.3
SMA;19351107;-;0;67;944.4;0;6.1;85.7;96;4.4;10
SMA;19351108;-;0;83;940.2;2.9;5.9;87;78;3;9.3
SMA;19351109;-;0;50;943.9;0;6.7;81;282;4.4;13.4
SMA;19351110;-;0;57;946.1;0;5.2;87;144;2.4;10.3
SMA;19351111;-;0;67;949;0;6.6;81.3;216;1.8;12.1
SMA;19351112;-;0;100;948.5;0;7.2;90.7;102;3.8;10.2
SMA;19351113;-;0;97;949.7;2.9;9.7;82.7;90;7.4;13.3
SMA;19351114;-;0;87;953.7;0;6.8;77;306;4.6;11.4
SMA;19351115;-;0;100;949.2;0;6;86.3;0;4.5;6.9
SMA;19351116;-;0;100;945.1;0;4.7;93.3;0;3.8;6
SMA;19351117;-;0;100;936.8;4.2;4.8;84.3;0;3.8;6.6
SMA;19351118;-;0;97;942.5;2.6;5.7;62;60;3.8;8.2
SMA;19351119;-;0;50;946.1;0;5.5;63;492;1.4;10.4
SMA;19351120;-;0;50;939.2;0;6;65.7;300;2.4;12.5
SMA;19351121;-;0;40;939.5;0;6.2;76.3;252;4;11
SMA;19351122;-;0;93;938.2;0;2.7;79.7;156;1.7;6.6
SMA;19351123;-;0;100;941.1;0;2.2;75.3;0;1.6;2.9
SMA;19351124;-;0;93;946.6;0;2.1;66.3;54;-0.1;4
SMA;19351125;-;0;0;951.8;0;0.8;73.3;408;-3;5
SMA;19351126;-;0;70;951.6;0;-0.8;85.7;60;-2.8;1.3
SMA;19351127;-;0;70;952.7;0;1.7;78.3;240;-1.4;4.9
SMA;19351128;-;0;77;950.4;19.4;4.7;67.3;150;-0.3;7.7
SMA;19351129;-;0;97;946.6;3.6;8.2;78.7;66;5.3;10.4
SMA;19351130;-;0;100;944.6;12.9;7;92;0;6;8.5
SMA;19351201;-;0;100;928.3;28.2;6.6;77.7;0;4.5;10.3
SMA;19351202;-;0;100;926.1;11.7;2.8;78.7;0;0.6;6.2
SMA;19351203;-;0;100;928.6;21.1;2.6;71.7;102;0.5;5
SMA;19351204;-;14;97;932.9;2.7;1.1;82;6;0.1;2.9
SMA;19351205;-;15;100;935.1;2.9;-0.9;89.3;0;-2.1;1.8
SMA;19351206;-;15;50;943.9;0;-1.2;86.3;156;-3.1;3.9
SMA;19351207;-;14;73;946.8;0;-3.3;82;342;-6.3;2.3
SMA;19351208;-;14;73;948.6;0.1;-2.2;71.7;282;-6.1;0.8
SMA;19351209;-;13;73;942.5;0;-2.1;80.3;0;-4.2;1.4
SMA;19351210;-;12;100;945.1;0;-1.9;86.7;0;-5;-1.1
SMA;19351211;-;11;100;950.6;0;-0.1;89.7;0;-2;1
SMA;19351212;-;11;83;949.8;0.2;-2;74.7;0;-4.1;0.8
SMA;19351213;-;10;100;944;0;-5;71.3;0;-5.6;-3.7
SMA;19351214;-;9;100;943.7;0;-3.7;80.7;0;-4.8;-3.4
SMA;19351215;-;8;100;944.9;0.3;-2.7;70.7;0;-3.7;-2.2
SMA;19351216;-;8;93;943.3;0.7;2.3;71.3;66;-2.3;4.2
SMA;19351217;-;7;100;936;15.6;2.1;89.3;0;0.4;3.4
SMA;19351218;-;8;63;945.5;0.3;-0.8;90;12;-2.4;3.9
SMA;19351219;-;7;93;938.5;13.8;-2.4;82.3;0;-5.9;-1.1
SMA;19351220;-;22;100;936.7;1.1;-2.4;85.7;0;-3.2;0.4
SMA;19351221;-;23;63;938.8;0;-6.6;89;114;-8.4;-3.1
SMA;19351222;-;21;100;943.7;0.2;-8.1;92;0;-8.6;-6.6
SMA;19351223;-;21;100;938.7;11.6;-4.4;87;0;-9.1;-2.4
SMA;19351224;-;19;87;935.9;0;-0.4;90.3;192;-2.8;2.9
SMA;19351225;-;18;47;931.6;0;2.5;82.7;102;-1.6;8.4
SMA;19351226;-;17;93;929.2;2.4;3.8;85.3;54;-0.4;7.1
SMA;19351227;-;16;73;937.8;1.1;1.6;99.3;0;0.8;5.7
SMA;19351228;-;12;67;934.9;1.5;1.6;89;48;-1.2;4.6
SMA;19351229;-;9;97;946.9;3.9;3.2;96.7;0;1.8;5.8
SMA;19351230;-;6;93;946.5;0;2.9;87;0;-0.1;5.4
SMA;19351231;-;3;70;944.6;0;4.1;70.7;270;0.8;9.4
SMA;19360101;-;1;87;936.4;0.3;2.9;85.3;0;1.3;4.6
SMA;19360102;-;1;97;934.5;3.1;4.5;81;24;0.6;6.7
SMA;19360103;-;0;97;932.2;5.7;8.9;67.7;6;5.6;11.6
SMA;19360104;-;0;100;945.8;0.3;4.9;80.3;6;3.5;10
SMA;19360105;-;0;60;949.6;0;2.4;67.3;444;0.4;7.9
SMA;19360106;-;0;60;942.7;0;1.2;79;12;-0.6;3.4
SMA;19360107;-;0;83;940.1;0;1;84.7;6;-1.9;2.9
SMA;19360108;-;0;43;946.7;0.2;3.5;76.3;444;0.9;9.4
SMA;19360109;-;0;83;951.2;7;3;88.3;12;0.6;5.5
SMA;19360110;-;0;100;950.4;10.4;11;67.7;0;2.4;12.4
SMA;19360111;-;0;93;955.3;5.2;11.4;66;90;10.4;12.7
SMA;19360112;-;0;100;954;12.4;10.1;76.7;0;8.4;11.4
SMA;19360113;-;0;97;953.5;0.7;7.3;92.3;6;5.8;10
SMA;19360114;-;0;100;953.2;0;3.2;80.3;0;0.9;7.7
SMA;19360115;-;0;100;950.6;0;-0.1;77;0;-0.7;1.4
SMA;19360116;-;0;47;941.2;0;1.4;81;210;-0.3;5.4
SMA;19360117;-;0;100;929.3;1.5;3.5;74;12;-0.1;6.9
SMA;19360118;-;0;27;939.3;0;0.9;65;168;-0.4;4.1
SMA;19360119;-;0;100;935.1;0.9;0.1;77.3;0;-2.6;1.2
SMA;19360120;-;0;67;933.8;3.6;5.2;76;126;0.4;9.8
SMA;19360121;-;0;40;938.6;1.9;6.4;63.7;486;2.7;11.1
SMA;19360122;-;0;100;938.2;4.5;2.5;92.7;0;1.6;6
SMA;19360123;-;2;67;945.7;1.5;1.8;69;114;0.2;4.7
SMA;19360124;-;0;77;942.1;0.4;0.4;74;132;-2.7;2.6
SMA;19360125;-;0;100;936.5;0;3;80.7;24;0.2;6.2
SMA;19360126;-;0;100;934.5;2.5;3.6;85.7;30;0.8;7.6
SMA;19360127;-;0;90;939;0.9;5.2;88.3;0;3.2;7.9
SMA;19360128;-;0;33;943.4;0;4.8;67.3;390;2.8;11
SMA;19360129;-;0;100;932.2;4.3;3.6;82;0;-0.6;5.4
SMA;19360130;-;0;70;941.9;2.5;3.2;84.3;90;1.3;8.7
SMA;19360131;-;0;100;938.8;5.4;7.9;70.7;0;0.3;11.5
SMA;19360201;-;0;100;933;14.5;7.4;73.3;0;6.4;11.4
SMA;19360202;-;0;97;923.7;3.2;5.2;73;48;3.2;8.4
SMA;19360203;-;0;97;931.8;5.6;2.6;71.3;96;0.4;6.5
SMA;19360204;-;3;90;944.6;0.8;-1.1;75.3;12;-2.2;2.2
SMA;19360205;-;3;63;955;0;-1.2;70.3;204;-3.5;3.4
SMA;19360206;-;2;87;958;0.1;-2.4;72.7;156;-3.4;1.7
SMA;19360207;-;2;67;955.3;0;-3.4;67.3;258;-4.7;0.6
SMA;19360208;-;1;43;951.6;0;-3.8;63.7;336;-5.8;0.8
SMA;19360209;-;1;17;946.2;0;-2.8;89.3;342;-7.9;1.6
SMA;19360210;-;1;100;945;0.1;-6;83.7;0;-7.7;-2.3
SMA;19360211;-;2;90;947.1;2.1;-6.9;70.3;36;-11.7;-4.7
SMA;19360212;-;4;100;948.8;0.3;0.6;89;0;-5.7;3.9
SMA;19360213;-;2;97;951.5;0;0.1;88.7;6;-1.1;2.3
SMA;19360214;-;0;67;944.9;0;-2.6;83.3;246;-3.9;1.9
SMA;19360215;-;0;100;941;1.6;0.3;93.7;0;-4.5;2.7
SMA;19360216;-;0;57;936.6;0.2;5.3;81;270;1.4;12.4
SMA;19360217;-;0;100;935.7;2.5;5.1;91.7;0;1.7;8
SMA;19360218;-;0;100;935.7;0.6;4.2;92.3;0;1.9;6.4
SMA;19360219;-;0;70;938.1;1.1;9;68.7;210;4.3;14.4
SMA;19360220;-;0;60;946.6;0;5.9;71.7;78;3.7;9.8
SMA;19360221;-;0;63;944.6;0.2;5;77.3;366;-1.1;11
SMA;19360222;-;0;93;937.8;6.4;7.6;79.7;168;4;13.2
SMA;19360223;-;0;100;934.4;2.9;5.6;81.7;0;3.6;7.9
SMA;19360224;-;0;57;937.5;0;2.7;60;414;0.4;9.7
SMA;19360225;-;0;60;940.5;0;3.4;64.7;270;-1.5;8.5
SMA;19360226;-;0;77;945.4;0;2.4;69;324;-1.3;7.9
SMA;19360227;-;0;33;937.3;0;3.5;71.7;468;-1.7;9.6
SMA;19360228;-;0;100;922.8;8.3;1.2;94;0;0.4;3.7
SMA;19360229;-;2;30;924;0;1.7;80;516;-1.6;8.1
SMA;19360301;-;0;23;926.8;0;3.1;73.3;396;-1.8;9.6
SMA;19360302;-;0;100;934.4;0;4.2;64.3;192;1.6;8.1
SMA;19360303;-;0;80;939.1;0;7.5;59;510;2.4;15.1
SMA;19360304;-;0;97;941.1;0;6.7;69;54;3;12.3
SMA;19360305;-;0;100;942.6;4.5;3.5;93;0;2;6.8
SMA;19360306;-;0;100;944.6;5.1;2.3;90.3;0;0.9;4.4
SMA;19360307;-;0;60;948.4;0;2;82;102;0.5;6.7
SMA;19360308;-;0;53;949.9;0;3.2;69.3;426;-2.5;10.7
SMA;19360309;-;0;43;948.2;0;6.8;62;582;-1.2;15.8
SMA;19360310;-;0;50;945.4;0;8.2;64.7;324;1.4;17
SMA;19360311;-;0;100;938.9;0;8.1;64;0;4.3;13.5
SMA;19360312;-;0;97;937.6;0;5.8;78.3;0;2.8;10.5
SMA;19360313;-;0;100;942.2;0;2;82.7;0;1.5;5.4
SMA;19360314;-;0;100;949.8;0;3.8;67;78;1.7;6.9
SMA;19360315;-;0;27;951.5;0.1;3.2;71;474;-1.5;10.8
SMA;19360316;-;0;73;951.8;0.6;1.1;82;30;-0.1;5.1
SMA;19360317;-;0;13;954.3;0;2.5;64;642;-2.1;8.6
SMA;19360318;-;0;0;953.4;0;3.6;63.3;648;-2.6;11.6
SMA;19360319;-;0;0;951.3;0;6.2;63.3;636;-1.8;16.9
SMA;19360320;-;0;0;951.1;0;7.9;61.3;642;-0.5;17.4
SMA;19360321;-;0;3;950.5;0;9.1;55;654;1.1;18.9
SMA;19360322;-;0;7;941.6;0;11.3;51;630;1.8;21.2
SMA;19360323;-;0;90;939.1;1.4;12.1;53;270;6.5;19.3
SMA;19360324;-;0;40;944;0;10.6;59.7;510;6.3;17.8
SMA;19360325;-;0;20;940.4;0;11.2;54.7;558;3.7;19.5
SMA;19360326;-;0;100;937.6;12.7;8.6;74.3;0;6.3;14.3
SMA;19360327;-;0;100;945.5;1.9;7.8;86.7;0;5.5;10.4
SMA;19360328;-;0;83;948.4;0.1;10.5;75;480;6.8;17.8
SMA;19360329;-;0;77;949.8;0.2;13.3;65.3;378;8.2;20
SMA;19360330;-;0;90;949.2;6.9;11.4;78.3;132;9.3;17.4
SMA;19360331;-;0;47;949.6;0;12.2;69.3;600;6.5;20.3
SMA;19360401;-;0;67;949.5;0.6;13.1;66;474;5.9;21.3
SMA;19360402;-;0;43;951.2;0;13.7;59;480;11.2;20.7
SMA;19360403;-;0;90;949;4;13.7;61;198;6.7;20.7
SMA;19360404;-;0;97;942.5;9.6;12;74.3;66;9.5;18.4
SMA;19360405;-;0;87;947;5.9;10.8;74.3;204;8.4;17.5
SMA;19360406;-;0;97;946.8;3.4;9.2;79.3;72;6.8;15.2
SMA;19360407;-;0;100;937.2;1.4;6.3;84;0;4.6;8.7
SMA;19360408;-;0;97;941.9;0;5.8;70.3;36;1.3;8.3
SMA;19360409;-;0;77;947;0;7.8;76.7;318;4.4;14.4
SMA;19360410;-;0;83;944;0;11.9;65.3;390;5.7;19
SMA;19360411;-;0;100;936.5;7;6;76;12;4;12
SMA;19360412;-;0;90;937.7;1;2;81.7;168;0.2;7.7
SMA;19360413;-;0;97;938;2.2;2.6;79.3;54;-1.2;6.9
SMA;19360414;-;0;63;935.2;0;9.7;66.7;372;1.3;17.3
SMA;19360415;-;0;60;931.5;0;11.1;63.7;54;4.4;16.9
SMA;19360416;-;0;100;926.9;30.5;10.2;69.3;18;5.4;14.3
SMA;19360417;-;0;100;932.7;12;2.4;84.7;0;1.4;10.1
SMA;19360418;-;0;93;944.6;0.5;2.5;76;6;1.5;5
SMA;19360419;-;0;17;948.1;0;4.8;61.7;708;0.1;12.3
SMA;19360420;-;0;33;945.3;0;7.8;50.7;756;-0.5;15.3
SMA;19360421;-;0;77;937.7;3.5;8.7;64.7;150;5.9;13.7
SMA;19360422;-;0;97;930.9;4.7;8.2;68;12;6.2;12
SMA;19360423;-;0;60;949.7;0.2;3;67.7;234;0.1;9.4
SMA;19360424;-;0;100;953;1.3;4;65.3;90;-1;9.4
SMA;19360425;-;0;43;958.9;0;9.2;63.3;264;2.8;15.5
SMA;19360426;-;0;30;950.8;0;12.6;61.3;684;3.7;22
SMA;19360427;-;0;100;950.6;4;8.4;82.3;0;7.6;12.3
SMA;19360428;-;0;100;950.7;0.7;9.4;90.7;0;7.1;11
SMA;19360429;-;0;97;948.7;41.1;11.6;83.7;18;8.8;15.9
SMA;19360430;-;0;100;948.6;30.8;8.8;96.7;0;8.4;10.9
SMA;19360501;-;0;100;950.9;0.2;8.4;84;30;6.9;13.9
SMA;19360502;-;0;100;952.4;0.2;9.9;76.7;30;7.3;13.2
SMA;19360503;-;0;97;950.9;0;11.6;74;180;8.2;15.6
SMA;19360504;-;0;63;945.9;0;12.9;70.3;258;9.4;19.2
SMA;19360505;-;0;17;942.2;0;14.8;61.7;756;6.7;24
SMA;19360506;-;0;43;941.2;0;16.5;57.7;732;8.2;24.7
SMA;19360507;-;0;63;939.1;14.5;14.7;70.7;486;9;22.7
SMA;19360508;-;0;93;943;1.2;14.5;76.3;192;11.3;20.8
SMA;19360509;-;0;17;943.3;0;17;67.3;600;9;25.5
SMA;19360510;-;0;67;944.7;29.4;14.9;73.7;396;10.3;23.9
SMA;19360511;-;0;100;948.8;6.2;11.6;90.3;0;10.4;13.6
SMA;19360512;-;0;100;948;0.9;12.7;80;66;10.2;16.8
SMA;19360513;-;0;53;951.3;0;13.7;67;474;9.4;20.8
SMA;19360514;-;0;23;952.8;0;14.8;59;612;8;22
SMA;19360515;-;0;13;948.6;0;15.4;55.7;786;8.9;23.5
SMA;19360516;-;0;7;946.6;0;15.4;55.3;834;8.4;23.9
SMA;19360517;-;0;37;947.8;0;14.4;64.7;570;8;22.1
SMA;19360518;-;0;7;948.2;0;14.9;62.7;828;8.4;22.5
SMA;19360519;-;0;37;945.8;0;15.4;63.7;744;9.4;22.6
SMA;19360520;-;0;97;942.4;0.2;13.4;73.3;276;9.7;19.5
SMA;19360521;-;0;100;939.9;11.3;9.6;88.7;90;7;18.5
SMA;19360522;-;0;100;940.6;4.9;6.6;82.7;0;4.8;9.8
SMA;19360523;-;0;100;940.8;0;8.8;75.3;0;6;11.6
SMA;19360524;-;0;33;943.5;0;12.9;64.3;738;5.2;21.4
SMA;19360525;-;0;20;947.6;0;16.5;54.3;828;7.6;25.4
SMA;19360526;-;0;23;947.6;0;18.5;53;792;10.3;26.2
SMA;19360527;-;0;40;944;0;17.5;59.3;690;11;26.3
SMA;19360528;-;0;50;944.7;0;15.4;68.7;504;10.9;22.3
SMA;19360529;-;0;87;943.9;2.8;14.6;74.7;234;12;23
SMA;19360530;-;0;100;939.9;27.9;12.6;78.3;6;10.4;17.8
SMA;19360531;-;0;100;944;1.7;10.5;79.7;36;9.3;15.1
SMA;19360601;-;0;90;949.4;6.8;7.4;82.7;144;5.7;14.3
SMA;19360602;-;0;70;949.8;0.1;12.2;64.7;708;4.1;19.5
SMA;19360603;-;0;87;943.7;1.7;13.4;65.3;276;7.8;21.4
SMA;19360604;-;0;100;939.8;20.4;7.3;86.7;0;6.2;12.8
SMA;19360605;-;0;97;944.7;0.7;9;67.7;12;6.1;11.1
SMA;19360606;-;0;100;947.6;7.1;9.1;79.7;0;7.9;10.6
SMA;19360607;-;0;97;951.7;3.8;12.9;65;72;8.9;17.7
SMA;19360608;-;0;93;952.7;8;12.1;89.7;6;10.6;16
SMA;19360609;-;0;100;951.3;2.5;11.9;80.7;108;9.2;18.4
SMA;19360610;-;0;100;949.8;5.7;11.3;86.3;30;9.7;18.4
SMA;19360611;-;0;97;948.7;14.5;13.3;84.7;6;9.8;16.4
SMA;19360612;-;0;70;950.3;0;14.7;73.3;396;11.3;21
SMA;19360613;-;0;50;951.5;0;18.2;59;606;9.7;27.8
SMA;19360614;-;0;50;951.4;11.9;18.3;69.3;546;13;27.7
SMA;19360615;-;0;90;951.3;0;17.9;66.3;210;14.1;24.5
SMA;19360616;-;0;67;953;0;20.3;59.3;714;13.6;26.7
SMA;19360617;-;0;47;953.6;0;21.6;59.3;852;14.3;30
SMA;19360618;-;0;43;954.5;0;21.5;64.7;762;16;30.5
SMA;19360619;-;0;40;952.1;0;23;58;768;15.5;31.1
